,google_time_spent_txt,type,name,city,state,coord0,coord1,poi_rank,img_url,rating,reviews,city_rank,fee,visit_length,tag,google_normal_min,google_fast_min,tripadvisor_fast_min,tripadvisor_normal_min,adjusted_normal_time_spent,adjusted_fast_time_spent,county,theme_park
122,,Feature,Cactus Wren,Phoenix,Arizona,-111.945333,33.460865252,13,https://farm6.staticflickr.com/5088/5301405492_6510f4eed6_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,MARICOPA,False
123,,Feature,The Phoenician,Phoenix,Arizona,-111.950389289,33.504857745,14,http://mw2.google.com/mw-panoramio/photos/small/11208905.jpg,,,,None,None,None,None,None,None,None,15.0,15,MARICOPA,False
124,,Feature,Mill Avenue Bridge,Phoenix,Arizona,-111.940570143,33.4320424287,15,http://mw2.google.com/mw-panoramio/photos/small/62555421.jpg,,,,None,None,None,None,None,None,None,15.0,15,MARICOPA,False
125,,Feature,Hummingbird,Phoenix,Arizona,-111.946492877,33.4607823534,16,http://mw2.google.com/mw-panoramio/photos/small/74917431.jpg,,,,None,None,None,None,None,None,None,15.0,15,MARICOPA,False
126,,Feature,Sun Devil Stadium,Phoenix,Arizona,-111.933233631,33.4253250901,17,http://mw2.google.com/mw-panoramio/photos/small/23407024.jpg,,,,None,None,None,None,None,None,None,15.0,15,MARICOPA,False
127,45 min,Feature,Arizona Falls,Phoenix,Arizona,-111.958976798,33.4897945775,18,http://mw2.google.com/mw-panoramio/photos/small/29262333.jpg,,,,None,None,None,45,30,None,None,45.0,30,MARICOPA,False
128,,Feature,Westward Ho,Phoenix,Arizona,-112.07392425,33.4545866082,19,http://mw2.google.com/mw-panoramio/photos/small/24248472.jpg,,,,None,None,None,None,None,None,None,15.0,15,MARICOPA,False
129,,Feature,Arizona Biltmore,Phoenix,Arizona,-112.023045716,33.5232835117,20,http://mw2.google.com/mw-panoramio/photos/small/59261788.jpg,,,,None,None,None,None,None,None,None,15.0,15,MARICOPA,False
130,,Feature,Gambel's Quail,Phoenix,Arizona,-111.944932393,33.4606706097,21,https://farm4.staticflickr.com/3734/10595098983_d5433ef167_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,MARICOPA,False
131,,Feature,The Alamo,San Antonio,Texas,-98.486313063,29.4257604715,1,http://mw2.google.com/mw-panoramio/photos/small/83109104.jpg,4.5,12133.0,2.0,No,2-3 hours,Historic Sites,None,None,120.0,180.0,180.0,120.0,BEXAR,False
132,,Feature,San Antonio,San Antonio,Texas,-98.4887109112,29.424463787,2,http://mw2.google.com/mw-panoramio/photos/small/8970836.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,BEXAR,False
133,45 min,Feature,Riverwalk,San Antonio,Texas,-98.4885255734,29.424165733,3,http://mw2.google.com/mw-panoramio/photos/small/93049898.jpg,,,,None,None,None,45,30,None,None,45.0,30,BEXAR,False
134,,Feature,Tower of the Americas,San Antonio,Texas,-98.4836197771,29.4190219375,4,http://mw2.google.com/mw-panoramio/photos/small/96809861.jpg,,,,None,None,None,None,None,None,None,15.0,15,BEXAR,False
135,,Feature,Mission San Jose,San Antonio,Texas,-98.4796622548,29.3621653521,5,http://mw2.google.com/mw-panoramio/photos/small/108714128.jpg,4.5,2302.0,3.0,No,1-2 hours,Historic Sites,None,None,60.0,120.0,120.0,60.0,BEXAR,False
136,,Feature,Mission Concepcion,San Antonio,Texas,-98.4914040077,29.3908929363,6,http://mw2.google.com/mw-panoramio/photos/small/619589.jpg,4.5,684.0,14.0,No,15 min,Missions,None,None,15,15,15.0,15,BEXAR,False
137,,Feature,Emily Morgan Hotel,San Antonio,Texas,-98.48613199,29.4265052901,7,http://mw2.google.com/mw-panoramio/photos/small/65322322.jpg,,,,None,None,None,None,None,None,None,15.0,15,BEXAR,False
138,,Feature,San Fernando Cathedral,San Antonio,Texas,-98.4937759188,29.4245453701,8,http://mw2.google.com/mw-panoramio/photos/small/23546947.jpg,,,,None,None,None,None,None,None,None,15.0,15,BEXAR,False
139,,Feature,Torch of Friendship,San Antonio,Texas,-98.4875586429,29.4235379525,9,http://mw2.google.com/mw-panoramio/photos/small/20675790.jpg,,,,None,None,None,None,None,None,None,15.0,15,BEXAR,False
140,,Feature,Tower Life Building,San Antonio,Texas,-98.4914451458,29.4230502239,10,http://mw2.google.com/mw-panoramio/photos/small/16256438.jpg,,,,None,None,None,None,None,None,None,15.0,15,BEXAR,False
141,,Feature,Mission San Juan,San Antonio,Texas,-98.4553127882,29.3326536045,11,http://mw2.google.com/mw-panoramio/photos/small/41738093.jpg,,,,None,None,None,None,None,None,None,15.0,15,BEXAR,False
142,1-2 hours,Feature,Mi Tierra,San Antonio,Texas,-98.4996893065,29.4250944749,12,http://mw2.google.com/mw-panoramio/photos/small/2099023.jpg,,,,None,None,None,120.0,60.0,None,None,120.0,60.0,BEXAR,False
143,,Feature,Sea World,San Antonio,Texas,-98.70002313,29.4543337953,13,http://mw2.google.com/mw-panoramio/photos/small/22511013.jpg,,,,None,None,None,None,None,None,None,15.0,15,BEXAR,True
144,,Feature,Mission Espada,San Antonio,Texas,-98.4509954873,29.3182120196,14,http://mw2.google.com/mw-panoramio/photos/small/1548306.jpg,4.5,306.0,21.0,No,15 min,Missions,None,None,15,15,15.0,15,BEXAR,False
145,,Feature,Casa Rio,San Antonio,Texas,-98.48800168,29.4236758002,15,http://mw2.google.com/mw-panoramio/photos/small/103654494.jpg,,,,None,None,None,None,None,None,None,15.0,15,BEXAR,False
146,20 min to 1.5 hr,Feature,Pearl Brewery,San Antonio,Texas,-98.480311684,29.443109821,16,http://mw2.google.com/mw-panoramio/photos/small/51504916.jpg,,,,None,None,None,90.0,30,None,None,90.0,30,BEXAR,False
147,,Feature,Alamo Plaza,San Antonio,Texas,-98.4864696842,29.4257491303,17,http://mw2.google.com/mw-panoramio/photos/small/48941214.jpg,4.5,709.0,17.0,No,15 min,Points of Interest & Landmarks,None,None,15,15,15.0,15,BEXAR,False
148,,Feature,Bexar County Courthouse,San Antonio,Texas,-98.4935414783,29.4239478987,18,http://mw2.google.com/mw-panoramio/photos/small/56882080.jpg,,,,None,None,None,None,None,None,None,15.0,15,BEXAR,False
149,,Feature,River,San Antonio,Texas,-98.4889397391,29.4238040886,19,http://mw2.google.com/mw-panoramio/photos/small/51682740.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,BEXAR,False
150,,Feature,Alamodome,San Antonio,Texas,-98.4790137273,29.4168185917,20,http://mw2.google.com/mw-panoramio/photos/small/17153097.jpg,,,,None,None,None,None,None,None,None,15.0,15,BEXAR,False
151,,Feature,Market Square,San Antonio,Texas,-98.4993251667,29.425241588,21,http://mw2.google.com/mw-panoramio/photos/small/7762086.jpg,,,,None,None,None,None,None,None,None,15.0,15,BEXAR,False
152,2 hours,Feature,Balboa Park,San Diego,California,-117.149728475,32.7315550071,1,http://mw2.google.com/mw-panoramio/photos/small/101657820.jpg,4.5,8378.0,3.0,No,More than 3 hours,Playgrounds,120.0,60.0,180,300,120.0,60.0,SAN DIEGO,False
153,,Feature,La Jolla,San Diego,California,-117.278276206,32.8463650161,2,http://mw2.google.com/mw-panoramio/photos/small/11756032.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,SAN DIEGO,False
154,,Feature,Hotel del Coronado,San Diego,California,-117.178595669,32.6802419866,3,http://mw2.google.com/mw-panoramio/photos/small/71155401.jpg,,,,None,None,None,None,None,None,None,15.0,15,SAN DIEGO,False
155,,Feature,Sea World,San Diego,California,-117.226969678,32.7653643289,4,http://mw2.google.com/mw-panoramio/photos/small/75217350.jpg,,,,None,None,None,None,None,None,None,15.0,15,SAN DIEGO,True
156,,Feature,San Diego,San Diego,California,-117.170680081,32.6994400994,5,http://mw2.google.com/mw-panoramio/photos/small/75684954.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,SAN DIEGO,False
157,,Feature,San Diego Zoo,San Diego,California,-117.149702137,32.7352824821,6,http://mw2.google.com/mw-panoramio/photos/small/75652220.jpg,4.5,19490.0,2.0,Yes,Yes,Outdoor Activities,None,None,90,120,120.0,90,SAN DIEGO,False
158,,Feature,Old Town,San Diego,California,-117.196580426,32.7541632479,7,http://mw2.google.com/mw-panoramio/photos/small/104941168.jpg,4.5,3795.0,23.0,No,2-3 hours,Historic Walking Areas,None,None,120.0,180.0,180.0,120.0,SAN DIEGO,False
159,,Feature,USS Midway,San Diego,California,-117.175094486,32.7138216483,8,http://mw2.google.com/mw-panoramio/photos/small/53147000.jpg,4.5,16854.0,1.0,Yes,More than 3 hours,Specialty Museums,None,None,180,300,300.0,180,SAN DIEGO,False
160,,Feature,Petco Park,San Diego,California,-117.156937768,32.7071088808,9,http://mw2.google.com/mw-panoramio/photos/small/10043431.jpg,4.5,3098.0,6.0,No,15 min,Arenas & Stadiums,None,None,30,60,60.0,30,SAN DIEGO,False
161,1.5 hours,Feature,Seaport Village,San Diego,California,-117.171186,32.708964878,10,http://mw2.google.com/mw-panoramio/photos/small/75272858.jpg,4.0,2894.0,29.0,No,More than 3 hours,Piers & Boardwalks,90.0,45.0,180,300,90.0,45.0,SAN DIEGO,False
162,,Feature,La Jolla Cove,San Diego,California,-117.272994335,32.8506648739,11,http://mw2.google.com/mw-panoramio/photos/small/7604993.jpg,4.5,7962.0,1.0,No,More than 3 hours,Beaches,None,None,180,300,300.0,180,SAN DIEGO,False
163,,Feature,Panda,San Diego,California,-117.150898325,32.7353146054,12,http://mw2.google.com/mw-panoramio/photos/small/16379442.jpg,,,,None,None,None,None,None,None,None,15.0,15,SAN DIEGO,False
164,2 hours,Feature,Museum of Man,San Diego,California,-117.152356629,32.7316054627,13,http://mw2.google.com/mw-panoramio/photos/small/12291091.jpg,,,,None,None,None,120.0,60.0,None,None,120.0,60.0,SAN DIEGO,False
165,,Feature,Pacific Beach,San Diego,California,-117.25753867,32.7960079107,14,http://mw2.google.com/mw-panoramio/photos/small/28975253.jpg,4.5,829.0,22.0,No,15 min,Beaches,None,None,15,30,30.0,15,SAN DIEGO,False
166,,Feature,Point Loma Lighthouse,San Diego,California,-117.240869931,32.6719917356,15,http://mw2.google.com/mw-panoramio/photos/small/108403651.jpg,4.5,1166.0,20.0,No,15 min,Lighthouses,None,None,15,15,15.0,15,SAN DIEGO,False
167,,Feature,Star of India,San Diego,California,-117.173469809,32.7202294728,16,http://mw2.google.com/mw-panoramio/photos/small/1958396.jpg,,,,None,None,None,None,None,None,None,15.0,15,SAN DIEGO,False
168,,Feature,Mount Soledad,San Diego,California,-117.244704584,32.8398369181,17,http://mw2.google.com/mw-panoramio/photos/small/40536652.jpg,4.5,1662.0,2.0,No,15 min,Historic Sites,None,None,15,15,15.0,15,SAN DIEGO,False
169,,Feature,Coronado Beach,San Diego,California,-117.179681391,32.6794961326,18,http://mw2.google.com/mw-panoramio/photos/small/66459588.jpg,,,,None,None,None,None,None,None,None,15.0,15,SAN DIEGO,False
170,,Feature,Comic-Con,San Diego,California,-117.161231446,32.7063299937,19,http://mw2.google.com/mw-panoramio/photos/small/75498727.jpg,,,,None,None,None,None,None,None,None,15.0,15,SAN DIEGO,False
171,,Feature,San Diego Convention Center,San Diego,California,-117.161379633,32.706673439,20,http://mw2.google.com/mw-panoramio/photos/small/19252121.jpg,4.5,529.0,30.0,No,15 min,Conference & Convention Centers,None,None,15,15,15.0,15,SAN DIEGO,False
172,,Feature,Flamingos,San Diego,California,-117.149417253,32.7354591074,21,http://mw2.google.com/mw-panoramio/photos/small/39023643.jpg,,,,None,None,None,None,None,None,None,15.0,15,SAN DIEGO,False
173,2.5 hours,Feature,Dallas Arboretum,Dallas,Texas,-96.7176336337,32.8227485161,1,http://mw2.google.com/mw-panoramio/photos/small/39794754.jpg,4.5,3957.0,1.0,Yes,More than 3 hours,Gardens,150.0,75.0,180,300,150.0,75.0,DALLAS,False
174,45 min,Feature,The Grassy Knoll,Dallas,Texas,-96.8088173621,32.7791095579,2,http://mw2.google.com/mw-panoramio/photos/small/5037213.jpg,,,,None,None,None,45,30,None,None,45.0,30,DALLAS,False
175,,Feature,Texas School Book Depository,Dallas,Texas,-96.8083048839,32.7796033752,3,http://mw2.google.com/mw-panoramio/photos/small/84784809.jpg,4.5,6253.0,2.0,Yes,2-3 hours,Specialty Museums,None,None,120.0,180.0,180.0,120.0,DALLAS,False
176,10-45 min,Feature,JFK Memorial,Dallas,Texas,-96.8064850839,32.7787923878,4,http://mw2.google.com/mw-panoramio/photos/small/8419708.jpg,,,,None,None,None,45.0,45.0,None,None,45.0,45.0,DALLAS,False
177,45 min,Feature,Dealey Plaza,Dallas,Texas,-96.8087302485,32.7790959516,5,http://mw2.google.com/mw-panoramio/photos/small/21097834.jpg,4.5,1636.0,9.0,No,15 min,Historic Sites,45,30,15,15,45.0,30,DALLAS,False
178,,Feature,Margaret Hunt Hill Bridge,Dallas,Texas,-96.8228600312,32.7795580779,6,http://mw2.google.com/mw-panoramio/photos/small/66074176.jpg,,,,None,None,None,None,None,None,None,15.0,15,DALLAS,False
179,2 hours,Feature,Dallas Museum of Art,Dallas,Texas,-96.8007285646,32.7875908991,7,http://mw2.google.com/mw-panoramio/photos/small/29040981.jpg,4.5,1412.0,7.0,No,2-3 hours,Art Museums,120.0,60.0,120.0,180.0,120.0,60.0,DALLAS,False
180,3 hours,Feature,Dallas Zoo,Dallas,Texas,-96.8152123785,32.740062977,8,http://mw2.google.com/mw-panoramio/photos/small/93834668.jpg,4.5,1272.0,16.0,Yes,More than 3 hours,Zoos & Aquariums,180.0,90.0,180,300,180.0,90.0,DALLAS,False
181,3.5 hours,Feature,Perot Museum,Dallas,Texas,-96.8064611657,32.7866994052,9,http://mw2.google.com/mw-panoramio/photos/small/86521920.jpg,4.5,2467.0,5.0,No,15 min,Specialty Museums,210.0,105.0,15,15,210.0,105.0,DALLAS,False
182,,Feature,Dallas,Dallas,Texas,-96.8294895677,32.8018916402,10,http://mw2.google.com/mw-panoramio/photos/small/44228833.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,DALLAS,False
183,,Feature,American Airlines Center,Dallas,Texas,-96.8104462545,32.7904406845,11,http://mw2.google.com/mw-panoramio/photos/small/29041209.jpg,4.5,958.0,13.0,No,15 min,Arenas & Stadiums,None,None,15,15,15.0,15,DALLAS,False
184,,Feature,Mustangs,Dallas,Texas,-96.9387699702,32.8705601548,12,http://mw2.google.com/mw-panoramio/photos/small/41432320.jpg,,,,None,None,None,None,None,None,None,15.0,15,DALLAS,False
185,,Feature,Deep Ellum,Dallas,Texas,-96.7838890606,32.7841320406,13,http://mw2.google.com/mw-panoramio/photos/small/25129020.jpg,4.0,250.0,23.0,No,More than 3 hours,Neighborhoods,None,None,180,300,300.0,180,DALLAS,False
186,,Feature,Fountain Place,Dallas,Texas,-96.8025538333,32.7846779756,14,http://mw2.google.com/mw-panoramio/photos/small/29040888.jpg,,,,None,None,None,None,None,None,None,15.0,15,DALLAS,False
187,,Feature,SMU,Dallas,Texas,-96.7833467221,32.8410152654,15,http://mw2.google.com/mw-panoramio/photos/small/70648538.jpg,,,,None,None,None,None,None,None,None,15.0,15,DALLAS,False
188,1.5 hours,Feature,Klyde Warren Park,Dallas,Texas,-96.8021438067,32.7889423738,16,http://mw2.google.com/mw-panoramio/photos/small/101407367.jpg,4.5,1397.0,6.0,No,15 min,Nature & Parks,90.0,45.0,30,60,90.0,45.0,DALLAS,False
189,,Feature,Big Tex,Dallas,Texas,-96.7623033333,32.7797901458,17,http://mw2.google.com/mw-panoramio/photos/small/16074637.jpg,,,,None,None,None,None,None,None,None,15.0,15,DALLAS,False
190,1.5 hours,Feature,Reunion Tower,Dallas,Texas,-96.8089606957,32.7753433913,18,http://mw2.google.com/mw-panoramio/photos/small/10518826.jpg,4.5,1551.0,12.0,No,15 min,Observation Decks & Towers,90.0,45.0,15,15,90.0,45.0,DALLAS,False
191,,Feature,Thanksgiving Square,Dallas,Texas,-96.7983899565,32.7827973045,19,http://mw2.google.com/mw-panoramio/photos/small/29208303.jpg,,,,None,None,None,None,None,None,None,15.0,15,DALLAS,False
192,,Feature,Cotton Bowl,Dallas,Texas,-96.7605606364,32.7788446595,20,http://mw2.google.com/mw-panoramio/photos/small/71083597.jpg,,,,None,None,None,None,None,None,None,15.0,15,DALLAS,False
193,,Feature,Tulips,Dallas,Texas,-96.7171954394,32.8224807935,21,http://mw2.google.com/mw-panoramio/photos/small/87434009.jpg,,,,None,None,None,None,None,None,None,15.0,15,DALLAS,False
194,2.5 hours,Feature,Winchester Mystery House,San Jose,California,-121.950721458,37.3183284963,1,http://mw2.google.com/mw-panoramio/photos/small/62602475.jpg,4.0,1923.0,4.0,No,15 min,Historic Sites,150.0,75.0,15,15,150.0,75.0,SANTA CLARA,False
195,,Feature,Yahoo!,San Jose,California,-122.02540734,37.4179087387,2,http://mw2.google.com/mw-panoramio/photos/small/47494571.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANTA CLARA,False
196,1-3 hours,Feature,Santana Row,San Jose,California,-121.947931612,37.3205583295,3,http://mw2.google.com/mw-panoramio/photos/small/17214810.jpg,,,,None,None,None,180.0,60.0,None,None,180.0,60.0,SANTA CLARA,False
197,,Feature,Alviso,San Jose,California,-121.979880773,37.43026785,4,http://mw2.google.com/mw-panoramio/photos/small/10365389.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANTA CLARA,False
198,,Feature,1 Infinite Loop,San Jose,California,-122.030732873,37.331710779,5,http://mw2.google.com/mw-panoramio/photos/small/1181732.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANTA CLARA,False
199,,Feature,San Jose City Hall,San Jose,California,-121.886128432,37.3378510991,6,http://mw2.google.com/mw-panoramio/photos/small/62557837.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANTA CLARA,False
200,,Feature,Apple HQ,San Jose,California,-122.03071091,37.3316513168,7,http://mw2.google.com/mw-panoramio/photos/small/101327979.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANTA CLARA,False
201,,Feature,Cathedral Basilica of St. Joseph,San Jose,California,-121.890700735,37.3339609312,8,http://mw2.google.com/mw-panoramio/photos/small/74282994.jpg,4.5,195.0,6.0,No,15 min,Churches & Cathedrals,None,None,15,15,15.0,15,SANTA CLARA,False
202,,Feature,San Jose State University,San Jose,California,-121.882090846,37.3354897202,9,http://mw2.google.com/mw-panoramio/photos/small/36023799.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANTA CLARA,False
203,,Feature,Mission Santa Clara de Asis,San Jose,California,-121.94128407,37.3493293911,10,http://mw2.google.com/mw-panoramio/photos/small/87961627.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANTA CLARA,False
204,,Feature,Levi's Stadium,San Jose,California,-121.970255421,37.4035534809,11,https://farm4.staticflickr.com/3852/14918305151_f0bb9ec8cf_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANTA CLARA,False
205,,Feature,The Company Store,San Jose,California,-122.03063468,37.3315908201,12,http://mw2.google.com/mw-panoramio/photos/small/106607062.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANTA CLARA,False
206,,Feature,San Jose,San Jose,California,-121.949508179,37.3199907151,13,http://mw2.google.com/mw-panoramio/photos/small/20857960.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,SANTA CLARA,False
207,3.5 hours,Feature,The Tech Museum of Innovation,San Jose,California,-121.890126553,37.3315861317,14,http://mw2.google.com/mw-panoramio/photos/small/97495458.jpg,4.0,685.0,3.0,No,15 min,Specialty Museums,210.0,105.0,15,15,210.0,105.0,SANTA CLARA,False
208,,Feature,Campbell,San Jose,California,-121.944233843,37.286954753,15,http://mw2.google.com/mw-panoramio/photos/small/102474502.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANTA CLARA,False
209,,Feature,Manresa,San Jose,California,-121.980996717,37.2274619664,16,http://mw2.google.com/mw-panoramio/photos/small/16361137.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANTA CLARA,False
210,,Feature,Door to Nowhere,San Jose,California,-121.950855706,37.3183145883,17,http://mw2.google.com/mw-panoramio/photos/small/10866205.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANTA CLARA,False
211,2 hours,Feature,San Jose Museum of Art,San Jose,California,-121.889986726,37.3334789296,18,http://mw2.google.com/mw-panoramio/photos/small/57926256.jpg,4.0,131.0,18.0,No,15 min,Art Museums,120.0,60.0,15,15,120.0,60.0,SANTA CLARA,False
212,,Feature,Mt Hamilton,San Jose,California,-121.643065686,37.341638451,19,http://mw2.google.com/mw-panoramio/photos/small/32292685.jpg,,,,None,None,None,None,None,None,None,15.0,15,SANTA CLARA,False
213,1 hour,Feature,Lick Observatory,San Jose,California,-121.643095267,37.3415874584,20,http://mw2.google.com/mw-panoramio/photos/small/105442773.jpg,,,,None,None,None,60.0,30.0,None,None,60.0,30.0,SANTA CLARA,False
214,1.5 hours,Feature,Alum Rock Park,San Jose,California,-121.797464189,37.3972904336,21,http://mw2.google.com/mw-panoramio/photos/small/19247975.jpg,4.5,106.0,13.0,No,15 min,Nature & Parks,90.0,45.0,30,60,90.0,45.0,SANTA CLARA,False
