,city,state,nation,coord0,coord1
2302,Bridgeton,New Jersey,US,39.42734,-75.23408
2303,Camden,New Jersey,US,39.92595,-75.11962
2304,Cherry Hill,New Jersey,US,39.93484,-75.03073
2305,Millville,New Jersey,US,39.40206,-75.03934
2306,Pennsauken,New Jersey,US,39.95622,-75.05795
2307,Vineland,New Jersey,US,39.48623,-75.02573
2320,Poway,California,US,32.96282,-117.03586
2321,Covington,Kentucky,US,39.08367,-84.50855
2322,Florence,Kentucky,US,38.99895,-84.62661
2323,Lexington,Kentucky,US,37.98869,-84.47772
2324,Richmond,Kentucky,US,37.74786,-84.29465
2325,Bristol,Connecticut,US,41.67176,-72.94927
2326,Manchester,Connecticut,US,41.77593,-72.52148
2327,East Hartford,Connecticut,US,41.78232,-72.61203
2328,West Hartford,Connecticut,US,41.76204,-72.74204
2329,Middletown,Connecticut,US,41.56232,-72.65065
2330,New Britain,Connecticut,US,41.66121,-72.77954
2331,New London,Connecticut,US,41.35565,-72.09952
2332,Newington,Connecticut,US,41.69788,-72.72371
2333,Norwich,Connecticut,US,41.52426,-72.07591
2334,West Torrington,Connecticut,US,41.81843,-73.14372
2336,Wethersfield,Connecticut,US,41.71427,-72.65259
2337,Belleville,New Jersey,US,40.79371,-74.15014
2338,Bloomfield,New Jersey,US,40.80677,-74.18542
2339,Clifton,New Jersey,US,40.85843,-74.16376
2340,East Orange,New Jersey,US,40.76732,-74.20487
2341,Garfield,New Jersey,US,40.88149,-74.1132
2342,Hillside,New Jersey,US,40.70121,-74.23015
2343,Irvington,New Jersey,US,40.73232,-74.23487
2345,Livingston,New Jersey,US,40.79593,-74.31487
2346,Lodi,New Jersey,US,40.88232,-74.0832
2347,Maplewood,New Jersey,US,40.73121,-74.27348
2348,Montclair,New Jersey,US,40.82593,-74.20903
2349,Morristown,New Jersey,US,40.79677,-74.48154
2350,Newark,New Jersey,US,40.73566,-74.17237
2351,Nutley,New Jersey,US,40.82232,-74.15987
2352,West Orange,New Jersey,US,40.79871,-74.23904
2353,Passaic,New Jersey,US,40.85677,-74.12848
2354,Paterson,New Jersey,US,40.91677,-74.17181
2355,Wayne,New Jersey,US,40.92538,-74.27654
2356,West Milford,New Jersey,US,41.13121,-74.36737
2358,Lakeland,Florida,US,28.03947,-81.9498
2359,Winter Haven,Florida,US,28.02224,-81.73286
2360,Anderson,South Carolina,US,34.50344,-82.65013
2361,Greenville,South Carolina,US,34.85262,-82.39401
2362,Greenwood,South Carolina,US,34.1954,-82.16179
2363,Spartanburg,South Carolina,US,34.94957,-81.93205
2364,Taylors,South Carolina,US,34.92039,-82.29623
2365,Wade Hampton,South Carolina,US,34.90373,-82.33317
2366,Knoxville,Tennessee,US,35.96064,-83.92074
2367,Maryville,Tennessee,US,35.75647,-83.97046
2368,Oak Ridge,Tennessee,US,36.01036,-84.26964
2370,El Dorado,Arkansas,US,33.20763,-92.66627
2371,Jonesboro,Arkansas,US,35.8423,-90.70428
2372,Paragould,Arkansas,US,36.0584,-90.49733
2373,Pine Bluff,Arkansas,US,34.22843,-92.0032
2374,Texarkana,Arkansas,US,33.44179,-94.03769
2375,West Memphis,Arkansas,US,35.14648,-90.18454
2386,Bartlett,Tennessee,US,35.20453,-89.87398
2387,Collierville,Tennessee,US,35.04204,-89.66453
2388,Germantown,Tennessee,US,35.08676,-89.81009
2389,Memphis,Tennessee,US,35.14953,-90.04898
2390,Corsicana,Texas,US,32.09543,-96.46887
2391,Denison,Texas,US,33.75566,-96.53666
2392,Greenville,Texas,US,33.13845,-96.11081
2393,Longview,Texas,US,32.5007,-94.74049
2394,Marshall,Texas,US,32.54487,-94.36742
2395,Paris,Texas,US,33.66094,-95.55551
2396,Sherman,Texas,US,33.63566,-96.60888
2397,Texarkana,Texas,US,33.42513,-94.04769
2398,Tyler,Texas,US,32.35126,-95.30106
2399,Jacksonville,Florida,US,30.33218,-81.65565
2400,Jacksonville Beach,Florida,US,30.29469,-81.39314
2401,Lakeside,Florida,US,30.12996,-81.76815
2402,Anchorage,Alaska,US,61.21806,-149.90028
2403,College,Alaska,US,64.85694,-147.80278
2404,Fairbanks,Alaska,US,64.83778,-147.71639
2405,Juneau,Alaska,US,58.30194,-134.41972
2406,Ketchikan,Alaska,US,55.34225,-131.64784
2407,Sitka,Alaska,US,57.05315,-135.33088
2408,Cranford,New Jersey,US,40.65844,-74.29959
2409,Elizabeth,New Jersey,US,40.66399,-74.2107
2411,Linden,New Jersey,US,40.62205,-74.24459
2412,South Plainfield,New Jersey,US,40.57927,-74.41154
2413,Roselle,New Jersey,US,40.65223,-74.25882
2414,Scotch Plains,New Jersey,US,40.65538,-74.38987
2416,Summit,New Jersey,US,40.74149,-74.35959
2418,Westfield,New Jersey,US,40.65899,-74.34737
2419,Chino,California,US,34.01223,-117.68894
2420,Chino Hills,California,US,33.9938,-117.75888
2421,Claremont,California,US,34.09668,-117.71978
2422,Colton,California,US,34.0739,-117.31365
2423,Diamond Bar,California,US,34.02862,-117.81034
2424,Fontana,California,US,34.09223,-117.43505
2425,Highland,California,US,34.12834,-117.20865
2426,La Verne,California,US,34.10084,-117.76784
2427,Montclair,California,US,34.07751,-117.68978
2428,Ontario,California,US,34.06334,-117.65089
2429,Pomona,California,US,34.05529,-117.75228
2430,Rancho Cucamonga,California,US,34.1064,-117.59311
2431,Redlands,California,US,34.05557,-117.18254
2432,Rialto,California,US,34.1064,-117.37032
2433,San Bernardino,California,US,34.10834,-117.28977
2434,San Dimas,California,US,34.10668,-117.80673
2435,Upland,California,US,34.09751,-117.64839
2436,Yucaipa,California,US,34.03363,-117.04309
2437,Fayetteville,North Carolina,US,35.05266,-78.87836
2438,Fort Bragg,North Carolina,US,35.139,-79.00603
2439,Jacksonville,North Carolina,US,34.75405,-77.43024
2440,Lumberton,North Carolina,US,34.61834,-79.01045
2441,Wilmington,North Carolina,US,34.22573,-77.94471
2442,Hinesville,Georgia,US,31.84688,-81.59595
2443,Savannah,Georgia,US,32.08354,-81.09983
2444,Statesboro,Georgia,US,32.44879,-81.78317
2445,Kansas City,Kansas,US,39.11417,-94.62746
2446,Leavenworth,Kansas,US,39.31111,-94.92246
2447,Leawood,Kansas,US,38.96667,-94.6169
2448,Lenexa,Kansas,US,38.95362,-94.73357
2449,Olathe,Kansas,US,38.8814,-94.81913
2450,Overland Park,Kansas,US,38.98223,-94.67079
2451,Prairie Village,Kansas,US,38.99167,-94.63357
2452,Shawnee,Kansas,US,39.04167,-94.72024
2453,Harrison,New York,US,40.96899,-73.71263
2454,Mount Vernon,New York,US,40.9126,-73.83708
2455,New Rochelle,New York,US,40.91149,-73.78235
2456,Ossining,New York,US,41.16287,-73.86152
2457,Peekskill,New York,US,41.29009,-73.92042
2458,Port Chester,New York,US,41.00176,-73.66568
2459,White Plains,New York,US,41.03399,-73.76291
2460,Yonkers,New York,US,40.93121,-73.89875
2461,El Paso,Texas,US,31.75872,-106.48693
2462,Socorro,Texas,US,31.65456,-106.30331
2463,Arden-Arcade,California,US,38.6025,-121.37854
2464,Carmichael,California,US,38.61713,-121.32828
2465,Citrus Heights,California,US,38.70712,-121.28106
2466,Elk Grove,California,US,38.4088,-121.37162
2467,North Fair Oaks,California,US,37.47438,-122.19663
2468,Florin,California,US,38.49602,-121.40884
2469,Folsom,California,US,38.67796,-121.17606
2470,La Riviera,California,US,38.56685,-121.3569
2471,Laguna,California,US,38.42102,-121.42384
2472,North Highlands,California,US,38.68574,-121.37217
2473,Orangevale,California,US,38.67851,-121.22578
2474,Rancho Cordova,California,US,38.58907,-121.30273
2475,Rocklin,California,US,38.79073,-121.23578
2476,Rosemont,California,US,38.55185,-121.36467
2477,Roseville,California,US,38.75212,-121.28801
2478,West Sacramento,California,US,38.58046,-121.53023
2490,Apex,North Carolina,US,35.73265,-78.85029
2491,Cary,North Carolina,US,35.79154,-78.78112
2492,Chapel Hill,North Carolina,US,35.9132,-79.05584
2493,Durham,North Carolina,US,35.99403,-78.89862
2494,Goldsboro,North Carolina,US,35.38488,-77.99277
2495,West Raleigh,North Carolina,US,35.78682,-78.66389
2496,Sanford,North Carolina,US,35.47988,-79.1803
2497,Appleton,Wisconsin,US,44.26193,-88.41538
2498,De Pere,Wisconsin,US,44.44888,-88.06038
2499,North Fond du Lac,Wisconsin,US,43.81138,-88.48344
2500,Green Bay,Wisconsin,US,44.51916,-88.01983
2501,Manitowoc,Wisconsin,US,44.08861,-87.65758
2502,Neenah,Wisconsin,US,44.18582,-88.46261
2503,Oshkosh,Wisconsin,US,44.02471,-88.54261
2504,Sheboygan,Wisconsin,US,43.75083,-87.71453
2505,Watertown,Wisconsin,US,43.19472,-88.72899
2507,Antioch,California,US,38.00492,-121.80579
2508,Bay Point,California,US,38.02909,-121.96163
2509,Brentwood,California,US,37.93187,-121.69579
2510,Concord,California,US,37.97798,-122.03107
2511,Danville,California,US,37.82159,-121.99996
2512,Dublin,California,US,37.70215,-121.93579
2513,Lafayette,California,US,37.88576,-122.11802
2514,Livermore,California,US,37.68187,-121.76801
2515,Martinez,California,US,38.01937,-122.13413
2516,Oakley,California,US,37.99742,-121.71245
2517,Pittsburg,California,US,38.02798,-121.88468
2518,Pleasant Hill,California,US,37.94798,-122.0608
2519,Pleasanton,California,US,37.66243,-121.87468
2520,San Ramon,California,US,37.77993,-121.97802
2521,Walnut Creek,California,US,37.90631,-122.06496
2522,Bullhead City,Arizona,US,35.14778,-114.5683
2523,Flagstaff,Arizona,US,35.19807,-111.65127
2524,Fortuna Foothills,Arizona,US,32.65783,-114.41189
2525,Kingman,Arizona,US,35.18944,-114.05301
2526,Lake Havasu City,Arizona,US,34.4839,-114.32245
2527,Prescott,Arizona,US,34.54002,-112.4685
2528,Prescott Valley,Arizona,US,34.61002,-112.31572
2529,Yuma,Arizona,US,32.72532,-114.6244
2542,Clarksville,Tennessee,US,36.52977,-87.35945
2543,Columbia,Tennessee,US,35.61507,-87.03528
2544,Cookeville,Tennessee,US,36.16284,-85.50164
2545,Conroe,Texas,US,30.31188,-95.45605
2546,Huntsville,Texas,US,30.72353,-95.55078
2547,Lufkin,Texas,US,31.33824,-94.7291
2548,Nacogdoches,Texas,US,31.60351,-94.65549
2549,Beavercreek,Ohio,US,39.70923,-84.06327
2550,Centerville,Ohio,US,39.62839,-84.15938
2551,Dayton,Ohio,US,39.75895,-84.19161
2552,Fairborn,Ohio,US,39.82089,-84.01938
2553,Huber Heights,Ohio,US,39.84395,-84.12466
2554,Kettering,Ohio,US,39.6895,-84.16883
2555,Piqua,Ohio,US,40.14477,-84.24244
2556,Riverside,Ohio,US,39.77978,-84.1241
2557,Sidney,Ohio,US,40.28422,-84.1555
2558,Springfield,Ohio,US,39.92423,-83.80882
2559,Trotwood,Ohio,US,39.79728,-84.31133
2560,Troy,Ohio,US,40.0395,-84.20328
2561,Xenia,Ohio,US,39.68478,-83.92965
2562,Denton,Texas,US,33.21484,-97.13307
2564,Wichita Falls,Texas,US,33.91371,-98.49339
2565,South Bradenton,Florida,US,27.4631,-82.58176
2566,North Port,Florida,US,27.04422,-82.23593
2567,Port Charlotte,Florida,US,26.97617,-82.09064
2568,Punta Gorda,Florida,US,26.92978,-82.04537
2569,Sarasota,Florida,US,27.33643,-82.53065
2584,Aliso Viejo,California,US,33.56504,-117.72712
2585,Costa Mesa,California,US,33.64113,-117.91867
2586,Dana Point,California,US,33.46697,-117.69811
2587,Irvine,California,US,33.66946,-117.82311
2588,Laguna Beach,California,US,33.54225,-117.78311
2589,Laguna Hills,California,US,33.61252,-117.71283
2590,Laguna Niguel,California,US,33.52253,-117.70755
2591,Lake Forest,California,US,33.64697,-117.68922
2592,Mission Viejo,California,US,33.60002,-117.672
2593,Newport Beach,California,US,33.61891,-117.92895
2594,Rancho Santa Margarita,California,US,33.64086,-117.6031
2595,San Clemente,California,US,33.42697,-117.61199
2596,San Juan Capistrano,California,US,33.50169,-117.66255
2597,Banning,California,US,33.92557,-116.87641
2598,Corona,California,US,33.87529,-117.56644
2599,Hemet,California,US,33.74761,-116.97307
2600,Moreno Valley,California,US,33.93752,-117.23059
2601,Murrieta,California,US,33.55391,-117.21392
2602,Norco,California,US,33.93113,-117.54866
2603,Perris,California,US,33.78252,-117.22865
2604,Riverside,California,US,33.95335,-117.39616
2605,Rubidoux,California,US,33.99613,-117.4056
2606,Temecula,California,US,33.49364,-117.14836
2607,Bloomington,Minnesota,US,44.8408,-93.29828
2608,Burnsville,Minnesota,US,44.76774,-93.27772
2609,Chanhassen,Minnesota,US,44.86219,-93.53079
2610,Eden Prairie,Minnesota,US,44.85469,-93.47079
2611,Edina,Minnesota,US,44.88969,-93.34995
2612,Minnetonka,Minnesota,US,44.9133,-93.50329
2613,Savage,Minnesota,US,44.77913,-93.33634
2614,Shakopee,Minnesota,US,44.79802,-93.5269
2634,Brownsville,Texas,US,25.90175,-97.49748
2635,Edinburg,Texas,US,26.30174,-98.16334
2636,Harlingen,Texas,US,26.19063,-97.6961
2637,Laredo,Texas,US,27.50641,-99.50754
2638,McAllen,Texas,US,26.20341,-98.23001
2639,Mission,Texas,US,26.21591,-98.32529
2640,Pharr,Texas,US,26.1948,-98.18362
2641,San Benito,Texas,US,26.13258,-97.6311
2642,San Juan,Texas,US,26.18924,-98.15529
2643,Weslaco,Texas,US,26.15952,-97.99084
2656,Fort Collins,Colorado,US,40.58526,-105.08442
2657,Grand Junction,Colorado,US,39.06387,-108.55065
2658,Greeley,Colorado,US,40.42331,-104.70913
2731,Bryan,Texas,US,30.67436,-96.36996
2732,College Station,Texas,US,30.62798,-96.33441
2733,Lake Jackson,Texas,US,29.03386,-95.43439
2750,Houma,Louisiana,US,29.59577,-90.71953
2751,Laplace,Louisiana,US,30.06698,-90.48147
2752,Slidell,Louisiana,US,30.27519,-89.78117
2753,Bay City,Michigan,US,43.59447,-83.88886
2754,Midland,Michigan,US,43.61558,-84.24721
2755,Mount Pleasant,Michigan,US,43.59781,-84.76751
2756,Saginaw,Michigan,US,43.41947,-83.95081
2766,Charleston,South Carolina,US,32.7876012,-79.9402727
2767,Melbourne,Florida,US,28.0836269,-80.6081088
2768,St. Cloud,Minnesota,US,45.5616075,-94.1642003
2769,Little Rock,Arkansas,US,34.7464809,-92.2895947
2770,Gastonia,North Carolina,US,35.262082,-81.1873004
2771,Nashville-Davidson,Tennessee,US,36.187025,-86.7808615312
2772,Milwaukee,Wisconsin,US,43.0349931,-87.9224969
2773,Louisville/Jefferson County,Kentucky,US,38.209237,-85.7038501
2774,Portland,Maine,US,43.6610277,-70.2548595
2775,Hattiesburg,Mississippi,US,31.3271189,-89.2903391
2776,Logan,Utah,US,41.7313447,-111.834863
2777,Chattanooga,Tennessee,US,35.0456297,-85.30968
2778,Ogden,Utah,US,41.2230048,-111.9738428
2779,Sandy,Utah,US,40.572851,-111.833449532
2780,Athens-Clarke County,Georgia,US,33.94385375,-83.3972897876
2781,Tustin,California,US,33.7458511,-117.8261659
2782,Burlington,Vermont,US,44.4723989,-73.211494
2783,New York,New York,US,40.7305991,-73.9865811
2784,Port St. Lucie,Florida,US,27.2939333,-80.3503282
2785,Elgin,Illinois,US,42.0372487,-88.2811894
2786,La Crosse,Wisconsin,US,43.8013556,-91.2395806
2787,Hartford,Connecticut,US,41.7645491,-72.6908672
2788,Richland,Washington,US,46.2778406,-119.2769066
2789,Apopka,Florida,US,28.7414145,-81.5344293037
2790,Bountiful,Utah,US,40.8894611,-111.8804816
2791,Lexington-Fayette,Kentucky,US,38.0464066,-84.4970392
2792,Chicago,Illinois,US,41.8755546,-87.6244211
2793,Des Moines,Iowa,US,41.5910641,-93.6037148
2794,Boise City,Idaho,US,43.5988375,-116.243254963
2795,Cupertino,California,US,37.3230107,-122.0322518
2796,St. Clair Shores,Michigan,US,42.4969805,-82.8888053
2797,Johns Creek,Georgia,US,34.0289259,-84.1985789
2798,Plainfield,Illinois,US,41.623191,-88.2284324789
2799,Houston,Texas,US,29.7589382,-95.3676973
2800,Aurora,Illinois,US,41.7605849,-88.3200714
2801,Augusta-Richmond County,Georgia,US,33.4709714,-81.9748428
2802,Bradenton,Florida,US,27.4989278,-82.5748193
2803,Peachtree Corners,Georgia,US,33.9701009,-84.2215868
2804,Pasadena,California,US,34.1476452,-118.1444778
2805,Sacramento,California,US,38.5815719,-121.4943995
2806,Lehi,Utah,US,40.3880902,-111.8491618
2807,Lynchburg,Virginia,US,37.40088,-79.1844922946
2808,Fort Pierce,Florida,US,27.4467056,-80.3256055
2809,Miami Gardens,Florida,US,25.94207545,-80.23975271
2810,Pensacola,Florida,US,30.421309,-87.2169148
2811,St. Charles,Missouri,US,38.783194,-90.482368
2812,Fargo,North Dakota,US,46.8772292,-96.7898209
2813,San Gabriel,California,US,34.0991325,-118.108604
2814,Carson,California,US,33.8322043,-118.2517546
2815,Columbia,South Carolina,US,34.0007493,-81.0343312
2816,Monroe,Louisiana,US,32.5093109,-92.1193011
2817,Coon Rapids,Minnesota,US,45.1199652,-93.2877276
2818,St. George,Utah,US,37.104153,-113.5841312
2819,Lafayette,Indiana,US,40.4167022,-86.8752868
2820,Warwick,Rhode Island,US,41.7002024,-71.4161107
2821,Winter Garden,Florida,US,28.5502685,-81.5925973609
2822,Maricopa,Arizona,US,33.34883,-112.4912299
2823,Compton,California,US,33.8948824,-118.2260433
2824,Charleston,West Virginia,US,38.3505993,-81.633281
2825,Concord,New Hampshire,US,43.207106,-71.5370215
2826,St. Paul,Minnesota,US,44.9504037,-93.1015025
2827,Buckeye,Arizona,US,33.3702748,-112.5838672
2828,Glendale,California,US,34.142498,-118.2485959
2829,Jurupa Valley,California,US,33.9798472,-117.4515753
2830,Fort Myers,Florida,US,26.640628,-81.8723083
2831,Rockwall,Texas,US,32.9312336,-96.4597088
2832,Eastvale,California,US,33.9766799,-117.5598443
2833,Menifee,California,US,33.6864432,-117.1770436
2834,St. Petersburg,Florida,US,27.7703796,-82.6695084
2835,Miami,Florida,US,25.7742658,-80.1936588
2836,Boston,Massachusetts,US,42.3604823,-71.0595677
2837,Goodyear,Arizona,US,33.4356089,-112.3579115
2838,Bentonville,Arkansas,US,36.3728538,-94.2088171
2839,Raleigh,North Carolina,US,35.7803977,-78.6390988
2840,Canton,Ohio,US,40.7989522,-81.3784444
2841,Las Vegas,Nevada,US,36.1662859,-115.1492249
2842,Springfield,Massachusetts,US,42.1014831,-72.5898109
2843,Bend,Oregon,US,44.0581728,-121.3153095
2844,Miami Beach,Florida,US,25.7881436,-80.1272704
2845,San Francisco,California,US,37.7792808,-122.4192362
2846,Eugene,Oregon,US,44.10118085,-123.152383714
2847,Albany,New York,US,42.6511674,-73.7549679
2848,Kent,Washington,US,47.3826903,-122.2270271
2849,Cleveland,Ohio,US,41.5051613,-81.6934445
