,national_park_name,activate_name,url,num_reviews,score,ranking,tags
524,Hawaii Volcanoes National Park,Mt. Kilauea,https://www.tripadvisor.com/Attraction_Review-g143034-d208735-Reviews-Mt_Kilauea-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawaii.html,688 ,4.5,3,Volcanos
525,Hawaii Volcanoes National Park,Nahuku - Thurston Lava Tube,https://www.tripadvisor.com/Attraction_Review-g143034-d108754-Reviews-Nahuku_Thurston_Lava_Tube-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawaii.html,"1,169 ",4.5,4,Geologic Formations
526,Hawaii Volcanoes National Park,Holei Sea Arch,https://www.tripadvisor.com/Attraction_Review-g143034-d7796270-Reviews-Holei_Sea_Arch-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawaii.html,345 ,4.5,5,Geologic Formations
527,Hawaii Volcanoes National Park,Kalapana,https://www.tripadvisor.com/Attraction_Review-g143034-d1819490-Reviews-Kalapana-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawaii.html,153 ,4.5,6,Neighborhoods
528,Hawaii Volcanoes National Park,Sulphur Banks,https://www.tripadvisor.com/Attraction_Review-g143034-d8400384-Reviews-Sulphur_Banks-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawaii.html,116 ,4.5,7,Hiking Trails
529,Hawaii Volcanoes National Park,Volcano Art Center,https://www.tripadvisor.com/Attraction_Review-g143034-d154334-Reviews-Volcano_Art_Center-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawaii.html,139 ,4.5,8,Art Galleries
530,Hawaii Volcanoes National Park,Pu'u Loa Petroglyphs,https://www.tripadvisor.com/Attraction_Review-g143034-d531870-Reviews-Pu_u_Loa_Petroglyphs-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawaii.html,206 ,4,9,Historic Walking Areas
531,Hawaii Volcanoes National Park,Steam Vents,https://www.tripadvisor.com/Attraction_Review-g143034-d10273781-Reviews-Steam_Vents-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawaii.html,104 ,4,1,Hot Springs & Geysers
532,Hawaii Volcanoes National Park,Devastation Trail,https://www.tripadvisor.com/Attraction_Review-g143034-d208736-Reviews-Devastation_Trail-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawaii.html,162 ,4,1,Nature & Wildlife Areas
533,Hawaii Volcanoes National Park,Pu'u Huluhulu trail,https://www.tripadvisor.com/Attraction_Review-g143034-d2424523-Reviews-Pu_u_Huluhulu_trail-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawaii.html,69 ,4.5,1,Hiking Trails
534,Hawaii Volcanoes National Park,Hualalai,https://www.tripadvisor.com/Attraction_Review-g143034-d617603-Reviews-Hualalai-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawaii.html,53 ,4.5,1,Volcanos
535,Hawaii Volcanoes National Park,Kipuka Puaulu (Bird Park) Trail,https://www.tripadvisor.com/Attraction_Review-g143034-d131312-Reviews-Kipuka_Puaulu_Bird_Park_Trail-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawa.html,50 ,4.5,1,Hiking Trails
536,Hawaii Volcanoes National Park,Mauna Loa Scenic Drive,https://www.tripadvisor.com/Attraction_Review-g143034-d8401917-Reviews-Mauna_Loa_Scenic_Drive-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawaii.html,38 ,4,1,Scenic Drives
537,Hawaii Volcanoes National Park,Friends of Hawai'i Volcanoes National Park,https://www.tripadvisor.com/Attraction_Review-g143034-d8642585-Reviews-Friends_of_Hawai_i_Volcanoes_National_Park-Hawaii_Volcanoes_National_Park_Island_.html,13 ,5,1,Nature & Wildlife Tours
538,Hawaii Volcanoes National Park,Keanakakoi Crater Overlook,https://www.tripadvisor.com/Attraction_Review-g143034-d5566674-Reviews-Keanakakoi_Crater_Overlook-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawaii.html,13 ,5,1,Other Outdoor Activities
539,Hawaii Volcanoes National Park,Napau-Makaopuhi Crater Trail,https://www.tripadvisor.com/Attraction_Review-g143034-d7398922-Reviews-Napau_Makaopuhi_Crater_Trail-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawa.html,13 ,4,1,Hiking Trails
540,Hawaii Volcanoes National Park,Ka'aha Trail,https://www.tripadvisor.com/Attraction_Review-g143034-d9783740-Reviews-Ka_aha_Trail-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawaii.html,2 ,5,1,Hiking Trails
541,Hawaii Volcanoes National Park,Kulanaokuaiki Campground,https://www.tripadvisor.com/Attraction_Review-g143034-d10223492-Reviews-Kulanaokuaiki_Campground-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawaii.html,2 ,4.5,2,Geologic Formations
542,Isle Royale National Park,Rock Harbor,https://www.tripadvisor.com/Attraction_Review-g143036-d145184-Reviews-Rock_Harbor-Isle_Royale_National_Park_Michigan.html,49 ,4.5,1,Neighborhoods
543,Isle Royale National Park,Scoville Point,https://www.tripadvisor.com/Attraction_Review-g143036-d145185-Reviews-Scoville_Point-Isle_Royale_National_Park_Michigan.html,30 ,5,2,Historic Walking Areas
544,Isle Royale National Park,Greenstone Ridge Trail,https://www.tripadvisor.com/Attraction_Review-g143036-d254604-Reviews-Greenstone_Ridge_Trail-Isle_Royale_National_Park_Michigan.html,17 ,4.5,3,Hiking Trails
545,Isle Royale National Park,Windigo Visitor Center,https://www.tripadvisor.com/Attraction_Review-g143036-d8616982-Reviews-Windigo_Visitor_Center-Isle_Royale_National_Park_Michigan.html,9 ,4.5,4,Visitor Centers
546,Isle Royale National Park,Pete Edisen Fishery,https://www.tripadvisor.com/Attraction_Review-g143036-d145186-Reviews-Pete_Edisen_Fishery-Isle_Royale_National_Park_Michigan.html,9 ,5,5,Natural History Museums
547,Isle Royale National Park,Rock Island Lighthouse,https://www.tripadvisor.com/Attraction_Review-g143036-d145187-Reviews-Rock_Island_Lighthouse-Isle_Royale_National_Park_Michigan.html,6 ,4.5,6,Lighthouses
548,Joshua Tree National Park,Hidden Valley,https://www.tripadvisor.com/Attraction_Review-g143037-d531721-Reviews-Hidden_Valley-Joshua_Tree_National_Park_California.html,398 ,4.5,1,Valleys
549,Joshua Tree National Park,Keys View,https://www.tripadvisor.com/Attraction_Review-g143037-d116981-Reviews-Keys_View-Joshua_Tree_National_Park_California.html,354 ,4.5,2,Geologic Formations
550,Joshua Tree National Park,Cholla Cactus Garden,https://www.tripadvisor.com/Attraction_Review-g143037-d116982-Reviews-Cholla_Cactus_Garden-Joshua_Tree_National_Park_California.html,327 ,4.5,3,Gardens
551,Joshua Tree National Park,Skull Rock,https://www.tripadvisor.com/Attraction_Review-g143037-d1846385-Reviews-Skull_Rock-Joshua_Tree_National_Park_California.html,270 ,4,4,Geologic Formations
552,Joshua Tree National Park,Barker Dam Trail,https://www.tripadvisor.com/Attraction_Review-g143037-d1114199-Reviews-Barker_Dam_Trail-Joshua_Tree_National_Park_California.html,184 ,4.5,5,Nature & Wildlife Areas
553,Joshua Tree National Park,Ryan Mountain,https://www.tripadvisor.com/Attraction_Review-g143037-d146358-Reviews-Ryan_Mountain-Joshua_Tree_National_Park_California.html,82 ,5,6,Hiking Trails
554,Joshua Tree National Park,Fortynine Palms Oasis Trail,https://www.tripadvisor.com/Attraction_Review-g143037-d2613219-Reviews-Fortynine_Palms_Oasis_Trail-Joshua_Tree_National_Park_California.html,99 ,4.5,7,Hiking Trails
555,Joshua Tree National Park,Cottonwood Visitor Center,https://www.tripadvisor.com/Attraction_Review-g143037-d531940-Reviews-Cottonwood_Visitor_Center-Joshua_Tree_National_Park_California.html,78 ,4,8,Visitor Centers
556,Joshua Tree National Park,Arch Rock,https://www.tripadvisor.com/Attraction_Review-g143037-d6701329-Reviews-Arch_Rock-Joshua_Tree_National_Park_California.html,46 ,4.5,9,Points of Interest & Landmarks
557,Joshua Tree National Park,Split Rock,https://www.tripadvisor.com/Attraction_Review-g143037-d2423002-Reviews-Split_Rock-Joshua_Tree_National_Park_California.html,52 ,4.5,1,Hiking Trails
558,Joshua Tree National Park,Nature & Wildlife Tours (1),https://www.tripadvisor.com/Attractions-g143037-Activities-c61-t220-Joshua_Tree_National_Park_California.html,52 ,4.5,1,
559,Joshua Tree National Park,Joshua Tree Rock Climbing School,https://www.tripadvisor.com/Attraction_Review-g143037-d1487427-Reviews-Joshua_Tree_Rock_Climbing_School-Joshua_Tree_National_Park_California.html,35 ,4.5,1,Sports Camps & Clinics
560,Joshua Tree National Park,Lost Horse Mine,https://www.tripadvisor.com/Attraction_Review-g143037-d196814-Reviews-Lost_Horse_Mine-Joshua_Tree_National_Park_California.html,58 ,4,1,Mines
561,Joshua Tree National Park,Geology Tour Road,https://www.tripadvisor.com/Attraction_Review-g143037-d116983-Reviews-Geology_Tour_Road-Joshua_Tree_National_Park_California.html,37 ,4.5,1,Scenic Drives
562,Joshua Tree National Park,Twentynine Palms Oasis (Oasis of Mara),https://www.tripadvisor.com/Attraction_Review-g143037-d126720-Reviews-Twentynine_Palms_Oasis_Oasis_of_Mara-Joshua_Tree_National_Park_California.html,59 ,4,1,Deserts
563,Joshua Tree National Park,Cap Rock,https://www.tripadvisor.com/Attraction_Review-g143037-d6701328-Reviews-Cap_Rock-Joshua_Tree_National_Park_California.html,29 ,4.5,1,Points of Interest & Landmarks
564,Joshua Tree National Park,Lost Horse Valley,https://www.tripadvisor.com/Attraction_Review-g143037-d116980-Reviews-Lost_Horse_Valley-Joshua_Tree_National_Park_California.html,16 ,4.5,1,Valleys
565,Joshua Tree National Park,Horseback Riding Tours (1),https://www.tripadvisor.com/Attractions-g143037-Activities-c61-t62-Joshua_Tree_National_Park_California.html,16 ,4.5,1,
566,Joshua Tree National Park,Keys Ranch,https://www.tripadvisor.com/Attraction_Review-g143037-d196813-Reviews-Keys_Ranch-Joshua_Tree_National_Park_California.html,19 ,4.5,1,Historic Sites
567,Joshua Tree National Park,The Pinto Basin,https://www.tripadvisor.com/Attraction_Review-g143037-d144725-Reviews-The_Pinto_Basin-Joshua_Tree_National_Park_California.html,15 ,4,2,Deserts
568,Joshua Tree National Park,Private Tours (2),https://www.tripadvisor.com/Attractions-g143037-Activities-c42-t235-Joshua_Tree_National_Park_California.html,15 ,4,2,
569,Joshua Tree National Park,Climbing Tours (2),https://www.tripadvisor.com/Attractions-g143037-Activities-c61-t215-Joshua_Tree_National_Park_California.html,15 ,4,2,
570,Joshua Tree National Park,Wonderland of Rocks,https://www.tripadvisor.com/Attraction_Review-g143037-d219561-Reviews-Wonderland_of_Rocks-Joshua_Tree_National_Park_California.html,9 ,4.5,2,Geologic Formations
571,Joshua Tree National Park,Vertical Adventures,https://www.tripadvisor.com/Attraction_Review-g143037-d146481-Reviews-Vertical_Adventures-Joshua_Tree_National_Park_California.html,8 ,5,2,Educational sites
572,Joshua Tree National Park,Boy Scout Trail,https://www.tripadvisor.com/Attraction_Review-g143037-d2424175-Reviews-Boy_Scout_Trail-Joshua_Tree_National_Park_California.html,7 ,5,2,Hiking Trails
573,Joshua Tree National Park,Eureka Peak,https://www.tripadvisor.com/Attraction_Review-g143037-d2423004-Reviews-Eureka_Peak-Joshua_Tree_National_Park_California.html,6 ,4.5,2,Mountains
574,Joshua Tree National Park,Queen Valley Road,https://www.tripadvisor.com/Attraction_Review-g143037-d3515496-Reviews-Queen_Valley_Road-Joshua_Tree_National_Park_California.html,10 ,4,2,Scenic Drives
575,Joshua Tree National Park,Desert Queen Mine,https://www.tripadvisor.com/Attraction_Review-g143037-d10061103-Reviews-Desert_Queen_Mine-Joshua_Tree_National_Park_California.html,5 ,4.5,2,Mines
576,Joshua Tree National Park,Johnny Lang Grave,https://www.tripadvisor.com/Attraction_Review-g143037-d196812-Reviews-Johnny_Lang_Grave-Joshua_Tree_National_Park_California.html,6 ,3.5,2,Monuments & Statues
577,Joshua Tree National Park,Mission Well,https://www.tripadvisor.com/Attraction_Review-g143037-d144726-Reviews-Mission_Well-Joshua_Tree_National_Park_California.html,1 review,5,3,Historic Sites
578,Katmai National Park and Preserve,Brooks Falls,https://www.tripadvisor.com/Attraction_Review-g143038-d145317-Reviews-Brooks_Falls-Katmai_National_Park_and_Preserve_Alaska.html,198 ,5,1,Waterfalls
579,Katmai National Park and Preserve,Valley of Ten Thousand Smokes,https://www.tripadvisor.com/Attraction_Review-g143038-d145094-Reviews-Valley_of_Ten_Thousand_Smokes-Katmai_National_Park_and_Preserve_Alaska.html,44 ,4.5,2,Valleys
580,Katmai National Park and Preserve,Brooks River,https://www.tripadvisor.com/Attraction_Review-g143038-d144601-Reviews-Brooks_River-Katmai_National_Park_and_Preserve_Alaska.html,29 ,5,3,Bodies of Water
581,Katmai National Park and Preserve,Naknek Lake,https://www.tripadvisor.com/Attraction_Review-g143038-d145100-Reviews-Naknek_Lake-Katmai_National_Park_and_Preserve_Alaska.html,15 ,5,4,Bodies of Water
582,Katmai National Park and Preserve,Alaska Bear Expeditions Bear Viewing Tours,https://www.tripadvisor.com/Attraction_Review-g143038-d3963478-Reviews-Alaska_Bear_Expeditions_Bear_Viewing_Tours-Katmai_National_Park_and_Preserve_Alas.html,9 ,5,5,Nature & Wildlife Tours
583,Katmai National Park and Preserve,Savonoski Loop,https://www.tripadvisor.com/Attraction_Review-g143038-d145099-Reviews-Savonoski_Loop-Katmai_National_Park_and_Preserve_Alaska.html,4 ,5,6,Bodies of Water
584,Katmai National Park and Preserve,Falling Mountain,https://www.tripadvisor.com/Attraction_Review-g143038-d145098-Reviews-Falling_Mountain-Katmai_National_Park_and_Preserve_Alaska.html,0,0,7,Mountains
585,Katmai National Park and Preserve,Broken Mountain,https://www.tripadvisor.com/Attraction_Review-g143038-d145097-Reviews-Broken_Mountain-Katmai_National_Park_and_Preserve_Alaska.html,0,0,8,Mountains
586,Katmai National Park and Preserve,Baked Mountain,https://www.tripadvisor.com/Attraction_Review-g143038-d145096-Reviews-Baked_Mountain-Katmai_National_Park_and_Preserve_Alaska.html,0,0,9,Mountains
587,Katmai National Park and Preserve,Windy Point,https://www.tripadvisor.com/Attraction_Review-g143038-d145095-Reviews-Windy_Point-Katmai_National_Park_and_Preserve_Alaska.html,0,0,1,Hiking Trails
588,Kenai Fjords National Park,Exit Glacier,https://www.tripadvisor.com/Attraction_Review-g143039-d145138-Reviews-Exit_Glacier-Kenai_Fjords_National_Park_Alaska.html,578 ,4.5,1,Geologic Formations
589,Kenai Fjords National Park,Harding Ice Field Trail,https://www.tripadvisor.com/Attraction_Review-g143039-d662581-Reviews-Harding_Ice_Field_Trail-Kenai_Fjords_National_Park_Alaska.html,135 ,5,2,Hiking Trails
590,Kenai Fjords National Park,Fox Island,https://www.tripadvisor.com/Attraction_Review-g143039-d145137-Reviews-Fox_Island-Kenai_Fjords_National_Park_Alaska.html,58 ,4.5,3,Islands
591,Kenai Fjords National Park,Pederson Glacier,https://www.tripadvisor.com/Attraction_Review-g143039-d145136-Reviews-Pederson_Glacier-Kenai_Fjords_National_Park_Alaska.html,13 ,5,4,Geologic Formations
592,Kenai Fjords National Park,Clam Gulch,https://www.tripadvisor.com/Attraction_Review-g143039-d103448-Reviews-Clam_Gulch-Kenai_Fjords_National_Park_Alaska.html,8 ,4,5,Beaches
593,Kenai Fjords National Park,Six Mile Creek,https://www.tripadvisor.com/Attraction_Review-g143039-d662585-Reviews-Six_Mile_Creek-Kenai_Fjords_National_Park_Alaska.html,6 ,5,6,Bodies of Water
594,Kenai Fjords National Park,North Arm,https://www.tripadvisor.com/Attraction_Review-g143039-d208458-Reviews-North_Arm-Kenai_Fjords_National_Park_Alaska.html,0,0,7,Geologic Formations
595,Kenai Fjords National Park,Mount Diablo,https://www.tripadvisor.com/Attraction_Review-g143039-d208457-Reviews-Mount_Diablo-Kenai_Fjords_National_Park_Alaska.html,0,0,8,Mountains
596,Sequoia and Kings Canyon National Park,Giant Forest,https://www.tripadvisor.com/Attraction_Review-g143050-d146441-Reviews-Giant_Forest-Sequoia_and_Kings_Canyon_National_Park_California.html,"1,260 ",5,1,Forests
597,Sequoia and Kings Canyon National Park,Moro Rock,https://www.tripadvisor.com/Attraction_Review-g143050-d146443-Reviews-Moro_Rock-Sequoia_and_Kings_Canyon_National_Park_California.html,"1,108 ",5,2,Geologic Formations
598,Sequoia and Kings Canyon National Park,General Sherman Tree,https://www.tripadvisor.com/Attraction_Review-g143050-d146450-Reviews-General_Sherman_Tree-Sequoia_and_Kings_Canyon_National_Park_California.html,"1,472 ",4.5,3,Historic Sites
599,Sequoia and Kings Canyon National Park,General Grant Tree Trail,https://www.tripadvisor.com/Attraction_Review-g143050-d207980-Reviews-General_Grant_Tree_Trail-Sequoia_and_Kings_Canyon_National_Park_California.html,508 ,4.5,4,Hiking Trails
600,Sequoia and Kings Canyon National Park,Kings Canyon,https://www.tripadvisor.com/Attraction_Review-g143050-d145249-Reviews-Kings_Canyon-Sequoia_and_Kings_Canyon_National_Park_California.html,678 ,4.5,5,Canyons
601,Sequoia and Kings Canyon National Park,Generals Highway,https://www.tripadvisor.com/Attraction_Review-g143050-d146438-Reviews-Generals_Highway-Sequoia_and_Kings_Canyon_National_Park_California.html,290 ,4.5,6,Scenic Drives
602,Sequoia and Kings Canyon National Park,Congress Trail,https://www.tripadvisor.com/Attraction_Review-g143050-d6650757-Reviews-Congress_Trail-Sequoia_and_Kings_Canyon_National_Park_California.html,127 ,5,7,Hiking Trails
603,Sequoia and Kings Canyon National Park,Grant Grove,https://www.tripadvisor.com/Attraction_Review-g143050-d207981-Reviews-Grant_Grove-Sequoia_and_Kings_Canyon_National_Park_California.html,214 ,4.5,8,Forests
604,Sequoia and Kings Canyon National Park,Kings Canyon Scenic Byway,https://www.tripadvisor.com/Attraction_Review-g143050-d146439-Reviews-Kings_Canyon_Scenic_Byway-Sequoia_and_Kings_Canyon_National_Park_California.html,238 ,4.5,9,Scenic Drives
605,Sequoia and Kings Canyon National Park,Nature & Wildlife Tours (1),https://www.tripadvisor.com/Attractions-g143050-Activities-c61-t220-Sequoia_and_Kings_Canyon_National_Park_California.html,238 ,4.5,1,
606,Sequoia and Kings Canyon National Park,Crescent Meadow Loop,https://www.tripadvisor.com/Attraction_Review-g143050-d145662-Reviews-Crescent_Meadow_Loop-Sequoia_and_Kings_Canyon_National_Park_California.html,129 ,4.5,1,Hiking Trails
607,Sequoia and Kings Canyon National Park,Crystal Cave,https://www.tripadvisor.com/Attraction_Review-g143050-d146444-Reviews-Crystal_Cave-Sequoia_and_Kings_Canyon_National_Park_California.html,282 ,4.5,1,Caverns & Caves
608,Sequoia and Kings Canyon National Park,Lakes Trail in Sequoia National Park,https://www.tripadvisor.com/Attraction_Review-g143050-d3431370-Reviews-Lakes_Trail_in_Sequoia_National_Park-Sequoia_and_Kings_Canyon_National_Park_Calif.html,137 ,5,1,Hiking Trails
609,Sequoia and Kings Canyon National Park,Giant Forest Museum,https://www.tripadvisor.com/Attraction_Review-g143050-d615769-Reviews-Giant_Forest_Museum-Sequoia_and_Kings_Canyon_National_Park_California.html,239 ,4,1,Visitor Centers
610,Sequoia and Kings Canyon National Park,Panoramic Point,https://www.tripadvisor.com/Attraction_Review-g143050-d207976-Reviews-Panoramic_Point-Sequoia_and_Kings_Canyon_National_Park_California.html,116 ,4.5,1,Hiking Trails
611,Sequoia and Kings Canyon National Park,Tunnel Log,https://www.tripadvisor.com/Attraction_Review-g143050-d8535608-Reviews-Tunnel_Log-Sequoia_and_Kings_Canyon_National_Park_California.html,117 ,4.5,1,Points of Interest & Landmarks
612,Sequoia and Kings Canyon National Park,Zumwalt Meadow Trail,https://www.tripadvisor.com/Attraction_Review-g143050-d4102300-Reviews-Zumwalt_Meadow_Trail-Sequoia_and_Kings_Canyon_National_Park_California.html,109 ,4.5,1,Hiking Trails
613,Sequoia and Kings Canyon National Park,Hume Lake,https://www.tripadvisor.com/Attraction_Review-g143050-d146445-Reviews-Hume_Lake-Sequoia_and_Kings_Canyon_National_Park_California.html,148 ,4.5,1,Bodies of Water
614,Sequoia and Kings Canyon National Park,Kings Canyon Visitor Center,https://www.tripadvisor.com/Attraction_Review-g143050-d1031919-Reviews-Kings_Canyon_Visitor_Center-Sequoia_and_Kings_Canyon_National_Park_California.html,125 ,4.5,1,Visitor Centers
615,Sequoia and Kings Canyon National Park,Roaring River Falls,https://www.tripadvisor.com/Attraction_Review-g143050-d4084327-Reviews-Roaring_River_Falls-Sequoia_and_Kings_Canyon_National_Park_California.html,78 ,4.5,2,Waterfalls
616,Sequoia and Kings Canyon National Park,Big Trees Trail,https://www.tripadvisor.com/Attraction_Review-g143050-d4718519-Reviews-Big_Trees_Trail-Sequoia_and_Kings_Canyon_National_Park_California.html,45 ,4.5,2,Hiking Trails
617,Sequoia and Kings Canyon National Park,Big Stump Basin,https://www.tripadvisor.com/Attraction_Review-g143050-d207985-Reviews-Big_Stump_Basin-Sequoia_and_Kings_Canyon_National_Park_California.html,43 ,4.5,2,Hiking Trails
618,Sequoia and Kings Canyon National Park,Mineral King Valley,https://www.tripadvisor.com/Attraction_Review-g143050-d146442-Reviews-Mineral_King_Valley-Sequoia_and_Kings_Canyon_National_Park_California.html,46 ,5,2,Valleys
619,Sequoia and Kings Canyon National Park,Grizzly Falls,https://www.tripadvisor.com/Attraction_Review-g143050-d10463430-Reviews-Grizzly_Falls-Sequoia_and_Kings_Canyon_National_Park_California.html,26 ,4.5,2,Waterfalls
620,Sequoia and Kings Canyon National Park,Mount Whitney,https://www.tripadvisor.com/Attraction_Review-g143050-d126728-Reviews-Mount_Whitney-Sequoia_and_Kings_Canyon_National_Park_California.html,41 ,5,2,Hiking Trails
621,Sequoia and Kings Canyon National Park,Hospital Rock,https://www.tripadvisor.com/Attraction_Review-g143050-d6553089-Reviews-Hospital_Rock-Sequoia_and_Kings_Canyon_National_Park_California.html,30 ,4,2,Points of Interest & Landmarks
622,Sequoia and Kings Canyon National Park,Boyden Cavern,https://www.tripadvisor.com/Attraction_Review-g143050-d456616-Reviews-Boyden_Cavern-Sequoia_and_Kings_Canyon_National_Park_California.html,54 ,4,2,Caverns & Caves
623,Sequoia and Kings Canyon National Park,Redwood Canyon Trail,https://www.tripadvisor.com/Attraction_Review-g143050-d6925449-Reviews-Redwood_Canyon_Trail-Sequoia_and_Kings_Canyon_National_Park_California.html,17 ,5,2,Hiking Trails
624,Sequoia and Kings Canyon National Park,Mineral King Road,https://www.tripadvisor.com/Attraction_Review-g143050-d146440-Reviews-Mineral_King_Road-Sequoia_and_Kings_Canyon_National_Park_California.html,35 ,4,2,Scenic Drives
625,Sequoia and Kings Canyon National Park,Cedar Grove Village,https://www.tripadvisor.com/Attraction_Review-g143050-d145250-Reviews-Cedar_Grove_Village-Sequoia_and_Kings_Canyon_National_Park_California.html,23 ,4,3,Historic Walking Areas
626,Kobuk Valley National Park,Kobuk Valley National Park,https://www.tripadvisor.com/Attraction_Review-g143040-d12268414-Reviews-Kobuk_Valley_National_Park-Kobuk_Valley_National_Park_Alaska.html,0.0,0.0,1,National Parks
627,Lake Clark National Park and Preserve,Turquoise Lake,https://www.tripadvisor.com/Attraction_Review-g143041-d145107-Reviews-Turquoise_Lake-Lake_Clark_National_Park_and_Preserve_Alaska.html,7 ,5,1,Bodies of Water
628,Lake Clark National Park and Preserve,Lake Clark National Park and Preserve,https://www.tripadvisor.com/Attraction_Review-g143041-d12268413-Reviews-Lake_Clark_National_Park_and_Preserve-Lake_Clark_National_Park_and_Preserve_Alas.html,0,0,2,National Parks
629,Lake Clark National Park and Preserve,Chilikadrotna River,https://www.tripadvisor.com/Attraction_Review-g143041-d145135-Reviews-Chilikadrotna_River-Lake_Clark_National_Park_and_Preserve_Alaska.html,0,0,3,Bodies of Water
630,Lake Clark National Park and Preserve,Mulchatna River,https://www.tripadvisor.com/Attraction_Review-g143041-d145134-Reviews-Mulchatna_River-Lake_Clark_National_Park_and_Preserve_Alaska.html,0,0,4,Bodies of Water
631,Lake Clark National Park and Preserve,Turquoise Valley,https://www.tripadvisor.com/Attraction_Review-g143041-d145108-Reviews-Turquoise_Valley-Lake_Clark_National_Park_and_Preserve_Alaska.html,0,0,5,Valleys
632,Lassen Volcanic National Park,Mount Lassen,https://www.tripadvisor.com/Attraction_Review-g143042-d146513-Reviews-Mount_Lassen-Lassen_Volcanic_National_Park_California.html,379 ,4.5,1,Mountains
633,Lassen Volcanic National Park,Bumpass Hell,https://www.tripadvisor.com/Attraction_Review-g143042-d145160-Reviews-Bumpass_Hell-Lassen_Volcanic_National_Park_California.html,254 ,4.5,2,Geologic Formations
634,Lassen Volcanic National Park,Manzanita Lake,https://www.tripadvisor.com/Attraction_Review-g143042-d145161-Reviews-Manzanita_Lake-Lassen_Volcanic_National_Park_California.html,108 ,4.5,3,Bodies of Water
635,Lassen Volcanic National Park,Sulphur Works,https://www.tripadvisor.com/Attraction_Review-g143042-d7702497-Reviews-Sulphur_Works-Lassen_Volcanic_National_Park_California.html,55 ,4,4,Hot Springs & Geysers
636,Lassen Volcanic National Park,Kohm Yah-mah-nee Visitor Center,https://www.tripadvisor.com/Attraction_Review-g143042-d7702326-Reviews-Kohm_Yah_mah_nee_Visitor_Center-Lassen_Volcanic_National_Park_California.html,39 ,4,5,Visitor Centers
637,Lassen Volcanic National Park,Devastated Area Interpretive Trail,https://www.tripadvisor.com/Attraction_Review-g143042-d4818054-Reviews-Devastated_Area_Interpretive_Trail-Lassen_Volcanic_National_Park_California.html,34 ,4,6,Hiking Trails
638,Lassen Volcanic National Park,Kings Creek Falls,https://www.tripadvisor.com/Attraction_Review-g143042-d145162-Reviews-Kings_Creek_Falls-Lassen_Volcanic_National_Park_California.html,29 ,4.5,7,Waterfalls
639,Lassen Volcanic National Park,Loomis Museum,https://www.tripadvisor.com/Attraction_Review-g143042-d7702334-Reviews-Loomis_Museum-Lassen_Volcanic_National_Park_California.html,17 ,4,8,Natural History Museums
640,Lassen Volcanic National Park,Fantastic Lava Beds,https://www.tripadvisor.com/Attraction_Review-g143042-d145165-Reviews-Fantastic_Lava_Beds-Lassen_Volcanic_National_Park_California.html,19 ,4.5,9,Geologic Formations
641,Lassen Volcanic National Park,Juniper Lake,https://www.tripadvisor.com/Attraction_Review-g143042-d145158-Reviews-Juniper_Lake-Lassen_Volcanic_National_Park_California.html,16 ,4.5,1,Bodies of Water
642,Lassen Volcanic National Park,Chaos Crags and Jumbles,https://www.tripadvisor.com/Attraction_Review-g143042-d7702383-Reviews-Chaos_Crags_and_Jumbles-Lassen_Volcanic_National_Park_California.html,11 ,4.5,1,Scenic Walking Areas
643,Lassen Volcanic National Park,Boiling Springs Lake,https://www.tripadvisor.com/Attraction_Review-g143042-d4789525-Reviews-Boiling_Springs_Lake-Lassen_Volcanic_National_Park_California.html,14 ,4,1,Bodies of Water
644,Lassen Volcanic National Park,Caribou Wilderness,https://www.tripadvisor.com/Attraction_Review-g143042-d116543-Reviews-Caribou_Wilderness-Lassen_Volcanic_National_Park_California.html,11 ,4,1,Forests
645,Lassen Volcanic National Park,Terminal Geyser,https://www.tripadvisor.com/Attraction_Review-g143042-d4789526-Reviews-Terminal_Geyser-Lassen_Volcanic_National_Park_California.html,5 ,4,1,Hot Springs & Geysers
646,Lassen Volcanic National Park,Warner Valley Trailhead,https://www.tripadvisor.com/Attraction_Review-g143042-d2271982-Reviews-Warner_Valley_Trailhead-Lassen_Volcanic_National_Park_California.html,4 ,5,1,Hiking Trails
647,Lassen Volcanic National Park,Summit Lake,https://www.tripadvisor.com/Attraction_Review-g143042-d7702395-Reviews-Summit_Lake-Lassen_Volcanic_National_Park_California.html,7 ,3.5,1,Bodies of Water
