,index,name,street_address,city,state_abb,state,postal_code,country,address,coord_lat,coord_long,num_reviews,review_score,ranking,tag,visit_length,fee,description
1289,752.0,Superior Hiking Trail,731 Seventh Ave.,Two Harbors,MN,Minnesota,55616-4502,United States,"731 Seventh Ave., Two Harbors, MN, 55616-4502, United States",,,89,5.0,5,"Hiking Trails, Nature & Parks, Outdoor Activities",,NO,
1290,753.0,Alexander Ramsey Park,Corner of N Grove St & W Pleasant St,Redwood Falls,MN,Minnesota,,United States,"Corner of N Grove St & W Pleasant St, Redwood Falls, MN, , United States",,,46,4.5,1,Nature & Parks,,NO,
1291,754.0,Battle Creek Dog Park,Upper Afton Rd,Maplewood,MN,Minnesota,55119,United States,"Upper Afton Rd, Maplewood, MN, 55119, United States",,,6,4.5,5,Nature & Parks,,NO,
1292,755.0,Dachau Concentration Camp Memorial Site,Pater-Roth-Str. 2a,Dachau,Bavaria,Bavaria,85221,Germany,"Pater-Roth-Str. 2a, Dachau, Bavaria, 85221, Germany",,,4224,4.5,1,"Historic Sites, Sights & Landmarks",,NO,
1293,756.0,Minnesota Vietnam Veterans' Memorial,State Capitol Grounds,Saint Paul,MN,Minnesota,55101,United States,"State Capitol Grounds, Saint Paul, MN, 55101, United States",,,13,5.0,50,"Monuments & Statues, Sights & Landmarks",,NO,
1294,757.0,Kaplan's Woods Parkway,,Owatonna,MN,Minnesota,,United States,", Owatonna, MN, , United States",,,10,4.5,6,Nature & Parks,,NO,"Established in 1987, this 225-acre park offers walking and biking trails and four golf courses."
1295,758.0,Historic Old Louisville,1340 South 4th Street,Louisville,KY,Kentucky,40208,United States,"1340 South 4th Street, Louisville, KY, 40208, United States",,,16,5.0,56,"Visitor Centers, Traveler Resources",,NO,The Historic Old Louisville Walking Tour is offered through the Historic Old Louisville Visitors Center located in Central Park. This is your first stopping point to visit the nation's largest collection of Victorian mansions. Exceptional architectural and historical tour showcasing the highlights of the Historic Preservation District. The visitors center is open Tuesday-Friday 10 am-4:30 pm and Saturday 1-4:30 pm. May-September Guided Tours are available Wednesdays-Saturdays 1:30 pm and 3 pm. Fees: Adults $15 Students $5. Senior Citizen discounts available.
1296,759.0,Lava Tree State Park,Pahoa-Kapoho Road (Highway 132),Pahoa,HI,Hawaii,,United States,"Pahoa-Kapoho Road (Highway 132), Pahoa, HI, , United States",,,412,4.0,2,"State Parks, Nature & Parks",,NO,
1297,760.0,Pomme de Terre State Park,Hwy 64 B,Pittsburg,MO,Missouri,65724,United States,"Hwy 64 B, Pittsburg, MO, 65724, United States",,,29,4.5,1,"State Parks, Bodies of Water, Nature & Parks",,NO,"With locations on both the Hermitage and Pittsburg sides of Pomme de Terre Lake, Pomme de Terre State Park offers a little bit of everything. A marina and boat ramps make it easy to get in the water and fish for bass, walleye, catfish, crappie, or muskie. Two public swimming beaches make for great places to cool off or laze the day away. Two hiking trails satisfy an appetite for adventure. And more than 250 campsites make the park ideal for multi-day getaways."
1298,761.0,Lake Shetek State Park,163 State Park Rd,Currie,MN,Minnesota,56123-1018,United States,"163 State Park Rd, Currie, MN, 56123-1018, United States",,,22,4.5,1,"State Parks, Nature & Parks",,NO,
1299,762.0,Traverse City State Park,1132 US 31 North,Traverse City,MI,Michigan,49686,United States,"1132 US 31 North, Traverse City, MI, 49686, United States",,,139,4.0,19,"State Parks, Nature & Parks",,NO,"Popular with families, this park offers a variety of outdoor recreations from swimming and sunbathing to biking and camping."
1300,763.0,Buccaneer State Park,1150 S Beach Blvd,Waveland,MS,Mississippi,39576-3500,United States,"1150 S Beach Blvd, Waveland, MS, 39576-3500, United States",,,91,3.5,1,"State Parks, Nature & Parks",,NO,
1301,764.0,Clark Creek Natural Area,366 Fort Adams Pond Rd,Woodville,MS,Mississippi,39669-4000,United States,"366 Fort Adams Pond Rd, Woodville, MS, 39669-4000, United States",,,34,4.5,1,"Nature & Wildlife Areas, Nature & Parks",,NO,
1302,765.0,Clarkco State Park,386 Clarkco Road,Quitman,MS,Mississippi,39355,United States,"386 Clarkco Road, Quitman, MS, 39355, United States",,,1,5.0,1,"State Parks, Nature & Parks",,NO,
1303,766.0,Tombigbee State Park,264 Cabin Dr,Tupelo,MS,Mississippi,38804-0414,United States,"264 Cabin Dr, Tupelo, MS, 38804-0414, United States",,,15,4.0,11,"State Parks, Nature & Parks",,NO,
1304,767.0,George Payne Cossar State Park,165 County Road 170,Oakland,MS,Mississippi,38948-0297,United States,"165 County Road 170, Oakland, MS, 38948-0297, United States",,,11,4.0,1,"State Parks, Nature & Parks",,NO,
1305,768.0,Golden Memorial State Park,2104 Damascus Rd,Walnut Grove,MS,Mississippi,39189-6010,United States,"2104 Damascus Rd, Walnut Grove, MS, 39189-6010, United States",,,2,3.5,1,"State Parks, Bodies of Water, Nature & Parks, Outdoor Activities, Equestrian Trails, Hiking Trails",,NO,
1306,769.0,Coquina Baywalk,1301 Gulf Dr S,Anna Maria,FL,Florida,,United States,"1301 Gulf Dr S, Anna Maria, FL, , United States",,,170,4.5,3,"Historic Walking Areas, Nature & Wildlife Areas, Nature & Parks, Sights & Landmarks",,NO,
1307,770.0,Hugh White State Park,3170 Hugh White State Park Road,Grenada,MS,Mississippi,38901,United States,"3170 Hugh White State Park Road, Grenada, MS, 38901, United States",,,0,0,4,"State Parks, Nature & Parks",,NO,
1308,771.0,John W. Kyle State Park,4235 State Park Rd,Sardis,MS,Mississippi,38666-3020,United States,"4235 State Park Rd, Sardis, MS, 38666-3020, United States",,,19,3.5,1,"State Parks, Nature & Parks",,NO,
1309,772.0,JP Coleman State Park,613 County Road 321,Iuka,MS,Mississippi,38852-8025,United States,"613 County Road 321, Iuka, MS, 38852-8025, United States",,,11,4.0,1,"Nature & Wildlife Areas, Marinas, Nature & Parks, State Parks, Bodies of Water",,NO,
1310,773.0,Devil's Lake State Park,710 U.S. 101,Lincoln City,OR,Oregon,97367-2715,United States,"710 U.S. 101, Lincoln City, OR, 97367-2715, United States",,,20,4.0,21,"State Parks, Hiking Trails, Outdoor Activities, Nature & Parks, Nature & Wildlife Areas, Other Nature & Parks",,NO,
1311,774.0,Delta Lake State Park,8797 New York 46,Rome,NY,New York,,United States,"8797 New York 46, Rome, NY, , United States",,,39,4.0,2,"State Parks, Nature & Parks",,NO,
1312,775.0,LeFleur's Bluff State Park,2140 Riverside Dr,Jackson,MS,Mississippi,39202-1353,United States,"2140 Riverside Dr, Jackson, MS, 39202-1353, United States",,,12,4.5,19,"State Parks, Nature & Parks",,NO,
1313,776.0,Legion State Park,635 Legion State Park Rd,Louisville,MS,Mississippi,39339-7084,United States,"635 Legion State Park Rd, Louisville, MS, 39339-7084, United States",,,11,4.0,1,"State Parks, Nature & Parks",,NO,
1314,777.0,Leroy Percy State Park,,Hollandale,MS,Mississippi,,United States,", Hollandale, MS, , United States",,,14,3.5,1,"State Parks, Nature & Parks",,NO,"Mississippi's oldest and largest state park with an alligator pen, cabins, RV hookups and hiking trails."
1315,778.0,Natchez State Park,230B Wickcliff Rd,Natchez,MS,Mississippi,39120-9136,United States,"230B Wickcliff Rd, Natchez, MS, 39120-9136, United States",,,12,4.5,27,"State Parks, Nature & Parks",,NO,
1316,779.0,Paul B. Johnson State Park,Jj 319 Geiger Lake Road,Hattiesburg,MS,Mississippi,,United States,"Jj 319 Geiger Lake Road, Hattiesburg, MS, , United States",,,101,4.0,2,"State Parks, Nature & Parks",,NO,
1317,780.0,Percy Quin State Park,Percy Quin Drive,McComb,MS,Mississippi,39648,United States,"Percy Quin Drive, McComb, MS, 39648, United States",,,2,4.0,2,"State Parks, Nature & Parks",,NO,
1318,781.0,Roosevelt State Park,2149 Highway 13 S,Morton,MS,Mississippi,39117-9139,United States,"2149 Highway 13 S, Morton, MS, 39117-9139, United States",,,12,4.0,1,"State Parks, Nature & Parks",,NO,
1319,782.0,Shepard State Park,1034 Graveline Road,Gautier,MS,Mississippi,39553,United States,"1034 Graveline Road, Gautier, MS, 39553, United States",,,2,4.0,6,"State Parks, Nature & Parks",,NO,
1320,783.0,Tishomingo State Park,State Park Road,Tishomingo,MS,Mississippi,38873,United States,"State Park Road, Tishomingo, MS, 38873, United States",,,76,4.5,1,"State Parks, Nature & Parks",,NO,
1321,784.0,Tombigbee State Park,264 Cabin Dr,Tupelo,MS,Mississippi,38804-0414,United States,"264 Cabin Dr, Tupelo, MS, 38804-0414, United States",,,15,4.0,11,"State Parks, Nature & Parks",,NO,
1322,785.0,Trace State Park,2139 Faulkner Rd,Tupelo,MS,Mississippi,,United States,"2139 Faulkner Rd, Tupelo, MS, , United States",,,20,4.5,9,"State Parks, Nature & Parks",,NO,
1323,786.0,Wall Doxey State Park,3946 Highway 7 S,Holly Springs,MS,Mississippi,38635-6911,United States,"3946 Highway 7 S, Holly Springs, MS, 38635-6911, United States",,,29,3.5,2,"State Parks, Nature & Parks",,NO,
1324,787.0,Dr. Edmund A. Babler Memorial State Park,800 Guy Park Dr,Wildwood,MO,Missouri,63005-6134,United States,"800 Guy Park Dr, Wildwood, MO, 63005-6134, United States",,,46,4.5,1,"State Parks, Nature & Parks",,NO,"Generations of Missourians have passed through Dr. Edmund A. Babler’s Memorial State Park's massive stone gateway for cookouts and family get-togethers or to spend time with friends. The park’s camping facilities, Civilian Conservation Corps architecture, and hiking, bicycling and equestrian trails help all visitors find their place to get away from it all, just minutes from St. Louis."
1325,788.0,Sam A Baker State Park,Route 1,Patterson,MO,Missouri,63956,United States,"Route 1, Patterson, MO, 63956, United States",,,31,4.5,1,"State Parks, Nature & Parks",,NO,"It only takes a few minutes to fall in love with Sam A. Baker State Park. The cool waters of the St. Francois River and Big Creek frame a wooded setting with trails that range from easy to challenging. Ancient mountains, towering trees, and fresh air are hallmarks of the park. Rustic cabins, a campground, a separate campground for equestrians, and a lodge with good country cookin’ round out the Sam A. Baker experience."
1326,789.0,Big Lake State Park,204 Lake Shore Drive,Craig,MO,Missouri,64437-7181,United States,"204 Lake Shore Drive, Craig, MO, 64437-7181, United States",,,6,4.0,1,"State Parks, Nature & Parks",,NO,"Cool waters and abundant wildlife make Big Lake State Park a place to get away in northwest Missouri. Visitors can canoe and jet ski on the state's largest oxbow lake that adjoins the park or watch for smooth soft-shelled turtles lazing away the day in the park's marsh. Big Lake is a wetland that migrating birds use as a resting stop, affording bird watchers an unparalleled opportunity to see yellow-headed blackbirds, blue herons, soras and rails. Take advantage of the camping and lodging opportunities while you are there."
1327,790.0,Big Oak Tree State Park,13640 S Highway 102,East Prairie,MO,Missouri,63845-8768,United States,"13640 S Highway 102, East Prairie, MO, 63845-8768, United States",,,5,3.0,2,"State Parks, Nature & Parks",,NO,A visit to Big Oak Tree State Park is a visit to Missouri as the first explorers saw it. Towering hickory trees and oaks form a canopy that averages more than 120 feet in height and the soaring trees and marshy terrain translates visitors back to when southeast Missouri was dubbed “Swampeast Missouri.” The trees and wetlands make the park a prime place for wildlife as well as picnic sites and shelters that are shaded by trees that have seen centuries of history. A self-guided boardwalk trail and an interpretive center tell the story of this rich landscape.
1328,791.0,Harry S. Truman Library and Museum,500 W US Highway 24,Independence,MO,Missouri,64050-2481,United States,"500 W US Highway 24, Independence, MO, 64050-2481, United States",,,1001,5.0,1,"Libraries, History Museums, Museums, Traveler Resources, Specialty Museums",,NO,
1329,792.0,Cape Rock Park,East Cape Rock Drive,Cape Girardeau,MO,Missouri,,United States,"East Cape Rock Drive, Cape Girardeau, MO, , United States",,,25,3.5,10,Nature & Parks,,NO,"This is a 21-acre city park on the north side of Cape Girardeau offering great overlooks of the Mississippi River. It has no website of its own, but can be found mentioned in the city's website that I listed."
1330,793.0,Castlewood State Park,1401 Kiefer Creek Rd,Ballwin,MO,Missouri,63021-7338,United States,"1401 Kiefer Creek Rd, Ballwin, MO, 63021-7338, United States",,,145,4.5,1,"State Parks, Nature & Parks",,NO,"In the early 1900s, the area that’s now Castlewood State Park was a popular retreat for partying St. Louisans. The dance clubs are gone, but the winding Meramec River and the lush valley that surrounds it remain. The park has hiking and mountain biking trails that range from those great for first-time riders to ones that even the most experienced will return to time after time. The park is considered one of the best mountain biking locations in the St. Louis area. Good fishing, broad meadows filled with wildlife, and plenty of recreational facilities make the park a favorite for people who want an adventure or just to get away."
1331,794.0,Crowder State Park,76 Hwy 128,Trenton,MO,Missouri,64683,United States,"76 Hwy 128, Trenton, MO, 64683, United States",,,15,4.5,1,"State Parks, Nature & Parks",,NO,"Crowder State Park provides 1,912 acres in the rolling green hills of northern Missouri. Visitors can enjoy more than 17 miles of hiking, bicycling and equestrian trails in a forested, rugged terrain. The park also offers fishing, boating and swimming opportunities in 18-acre Crowder Lake. The family-oriented campground includes modern restrooms and shady picnic sites are scattered throughout the park."
1332,795.0,Cuivre River State Park,678 State Route 147,Troy,MO,Missouri,63379-5350,United States,"678 State Route 147, Troy, MO, 63379-5350, United States",,,43,4.0,1,"State Parks, Nature & Parks",,NO,"Cuivre River State Park is a bit of the Ozarks outside of the Ozarks – a nature lovers paradise just a short drive from St. Louis that is vibrant with colors three seasons of the year. The park’s renowned trails take visitors through prairies and forests of oaks and hickories. The park’s three natural areas feature sinkhole ponds and woodlands that would be more at home in southern Missouri. The park has hiking and equestrian trails, modern campsites, group camps, picnic areas and a lake so everyone can enjoy one of Missouri’s most rugged and beautiful jewels."
1333,796.0,Current River State Park,Shannon County Rd. 19 D,Salem,MO,Missouri,,United States,"Shannon County Rd. 19 D, Salem, MO, , United States",,,19,4.0,2,"Bodies of Water, Nature & Parks",,NO,"Current River State Park is currently under development. Located along Current River, the property is the site of a former corporate retreat of the Alton Box Co. between the 1930s and the 1950s. The property includes the retreat's historic structures, other facilities and two lakes all in a rugged Ozark landscape setting. Additional information will be provided as it becomes available."
1334,797.0,"Echo Bluff State Park, Missouri",34489 Echo Bluff Drive,Eminence,MO,Missouri,65466,United States,"34489 Echo Bluff Drive, Eminence, MO, 65466, United States",,,7,5.0,6,Nature & Parks,,NO,
1335,798.0,Elephant Rocks State Park,7406 Highway 21,Belleview,MO,Missouri,63623-7390,United States,"7406 Highway 21, Belleview, MO, 63623-7390, United States",,,244,5.0,1,"State Parks, Nature & Parks",,NO,State park features giant granite rocks lined up end-to-end that were formed more than one billion years ago from hot magna.
1336,799.0,Eleven Point River,,,MO,Missouri,,United States,", , MO, , United States",,,8,5.0,719,"Bodies of Water, Nature & Parks",,NO,"A 44-mile portion of this waterway is designated as a National Scenic River, as it winds through the picturesque Ozark hills of southern Missouri."
1337,800.0,Finger Lakes State Park,1505 E Peabody Rd,Columbia,MO,Missouri,65202-9484,United States,"1505 E Peabody Rd, Columbia, MO, 65202-9484, United States",,,58,4.0,9,"State Parks, Nature & Parks",,NO,"The roar of ATVs and off-road motorcycles combines with the peacefulness of rolling hills at Finger Lakes State Park, one of two ATV parks in the state parks system. Built in a former coal mining area, Finger Lakes’ trails and motocross track are popular with users who come for the day, but often fall under the spell of the spacious campground, leafy trees and hilly terrain. The park is also the site of the state’s newest mountain bike trail, the challenging 2.25-mile Kelley Branch Trail, scheduled to open in Spring 2011."
1338,801.0,Graham Cave State Park,217 Highway Tt,Montgomery City,MO,Missouri,63361-5509,United States,"217 Highway Tt, Montgomery City, MO, 63361-5509, United States",,,32,3.5,1,"State Parks, Nature & Parks",,NO,"A walk in Graham Cave State Park is a walk through ancient history. Artifacts uncovered in Graham Cave revealed that people were living in the cave more than 10,000 years ago. To walk through the park’s 386 acres of trees, trails and streams – including the diverse and scenic Graham Caves Glades Natural Area – is to walk in the footsteps of the hunter-gatherers who lived in the area’s caves during the ancient Dalton and Archaic period. Visitors are allowed in the mouth of Graham Cave, and exhibits detail the life researchers believe early inhabitants lived. The park is a prime hiking location and its campground is perfect for get-togethers when you want to camp in a quiet place. There’s boat access to the Loutre River and all the fishing you could possibly want."
1339,802.0,Grand Gulf State Park,Route 3,Thayer,MO,Missouri,65791,United States,"Route 3, Thayer, MO, 65791, United States",,,40,4.0,1,"Canyons, Nature & Parks",,NO,"Some people call Grand Gulf State Park the “Little Grand Canyon.” Some just call it “breathtaking.” The park is one of the natural wonders of the Ozarks, presenting the most spectacular collapsed cave system in the Ozarks. The ""Grand Gulf"" stretches for more than a mile between 130 foot high walls. Visitors can view the gulf from trails on top or from the floor where they can walk under the natural bridge, which spans 250 feet with a 75-foot high opening. There is no official trail leading to the bottom so visitors should use extreme caution when attempting to access the bottom. Interpretive trails detail the formation of the gulf."
1340,803.0,Ha Ha Tonka State Park,1491 State Road D,Camdenton,MO,Missouri,65020-6233,United States,"1491 State Road D, Camdenton, MO, 65020-6233, United States",,,522,5.0,1,"State Parks, Nature & Parks",,NO,"Imposing architecture and breathtaking scenery combine to make Ha Ha Tonka State Park one of Missouri’s most treasured spots. Located on the Lake of the Ozarks, the park features the stone ruins of a turn-of-the-20th-century castle built by a prominent Kansas City businessman high atop a bluff. More than 15 miles of trails traverse the park, leading visitors to sinkholes, natural bridges, caves and down to the lake."
1341,804.0,Harry S. Truman State Park,28761 State Park Rd W,Warsaw,MO,Missouri,65355-3924,United States,"28761 State Park Rd W, Warsaw, MO, 65355-3924, United States",,,18,4.0,3,Nature & Parks,,NO,"Clear waters, dramatic bluffs and vibrant summer and fall colors make Harry S Truman State Park an ideal place to vacation. Located on a peninsula, the park offers a marina, ample fishing and boating opportunities, and water that’s perfect for every kind of swimmer. Hiking trails, picnic areas and campsites that dot the park’s open oak woodlands, natural grasslands and lakeside areas let visitors enjoy the abundance of wildlife and recreation opportunities at this expansive park."
1342,805.0,Hawn State Park,12096 Park Dr,Sainte Genevieve,MO,Missouri,63670-8121,United States,"12096 Park Dr, Sainte Genevieve, MO, 63670-8121, United States",,,80,4.5,2,"State Parks, Nature & Parks",,NO,"Hawn State Park is one of the loveliest parks in a system full of lovely parks. Clear, sand-bottomed streams, wild areas ripe with orchids and awe-inspiring views combine to make Hawn a place that Missourians treasure. Geology buffs love Pickle Creek for the number of exposed rock types. Hikers frequent the Whispering Pine Wild Area for its quiet trails with expansive views. Bird watchers flock to the park for its variety of birds. And there are plenty of quiet spaces for people to get away and enjoy the outdoors."
1343,806.0,Nixon Park Nature Center,5922 Nixon Dr,York,PA,Pennsylvania,17403-9367,United States,"5922 Nixon Dr, York, PA, 17403-9367, United States",,,22,5.0,10,"Playgrounds, Fun & Games, Nature & Parks, Nature & Wildlife Areas",,NO,
1344,807.0,Johnson's Shut-ins State Park,148 Taum Sauk Trail,Middle Brook,MO,Missouri,63656,United States,"148 Taum Sauk Trail, Middle Brook, MO, 63656, United States",,,189,4.5,1,"State Parks, Nature & Parks",,NO,"Play in the shallows of the East Fork of the Black River. Shoot through Mother Nature’s hydraulics in the shut-ins. Hike a trail that will show you 1.4 billion years of geologic history. Take your horse on a pretty mountain trail. Johnson’s Shut-Ins State Park is a jewel of the system, a place with something for everyone: pretty picnic areas, Ozark landscapes, natural places to swim, great campsites."
1345,808.0,Jones Beach State Park,,Wantagh,NY,New York,11793,United States,", Wantagh, NY, 11793, United States",,,325,4.5,1,"Beaches, State Parks, Outdoor Activities, Nature & Parks",,NO,"This park offers visitors seven miles of beach, two swimming pools, a boardwalk and games."
1346,809.0,Katy Trail State Park,101 Lewis St,Boonville,MO,Missouri,65233,United States,"101 Lewis St, Boonville, MO, 65233, United States",,,132,4.5,2,"Hiking Trails, Outdoor Activities, Nature & Parks",,NO,"The nation's longest ""rails to trails"" path, formerly a railroad and now a bike trail."
1347,810.0,Knob Noster State Park,873 SE 10,Knob Noster,MO,Missouri,65336-2011,United States,"873 SE 10, Knob Noster, MO, 65336-2011, United States",,,33,4.5,1,"State Parks, Nature & Parks",,NO,"Knob Noster State Park is a tranquil idyllic oasis mixture of prairie, open woodland and forest along both sides of a meandering creek. It’s a place for fishermen to wet a line, for mountain bikers, hikers and horseback riders to get some trail time, and for families to spend quality time together. It’s also a place for aviation enthusiasts to stay in the campground and watch the B-2 Spirit bombers take off and land at nearby Whiteman Air Force Base."
1348,811.0,Lake of the Ozarks State Park,403 Highway D,Kaiser,MO,Missouri,65047-2191,United States,"403 Highway D, Kaiser, MO, 65047-2191, United States",,,91,4.5,1,"State Parks, Nature & Parks",,NO,"Lake of the Ozarks State Park has a little bit of something for everyone. Crave water adventure? Lake of the Ozarks has a full complement of boating options. Want a quiet place to hike or mountain bike? The park’s thousands of wooded acres have lots of places to get away from it all, with 12 trails that wind through the park. Cabins and yurts make the park a welcome place for families looking to enjoy the lake but escape the hustle and bustle of some of the nearby towns. And Ozark Caverns – complete with its lantern-light cave tour – presents an unforgettable experience."
1349,812.0,Lake Wappapello,Route 2,Williamsville,MO,Missouri,63967-0102,United States,"Route 2, Williamsville, MO, 63967-0102, United States",,,18,4.5,1,"Bodies of Water, Nature & Parks",,NO,"A place to sleep under the stars. A place to fish. A place to hike, to mountain bike, to backpack, to camp. Lake Wappapello has a little something for everyone. Blue waters and abundant fish make the lake ideal for fisherman who want to fish for crappie, catfish and bass. Miles of trails throughout the park offer great scenery and picturesque views."
1350,813.0,Lewis & Clark State Park,801 Lakecrest Blvd,Rushville,MO,Missouri,64484-9558,United States,"801 Lakecrest Blvd, Rushville, MO, 64484-9558, United States",,,7,3.0,2,"State Parks, Nature & Parks",,NO,"The Lewis and Clark Expedition headed west in 1804 and encountered a lake that William Clark described as “full of Geese & Goslings.” Today, that lake is Lewis and Clark Lake, which is bordered by Lewis and Clark State Park. The park’s broad open spaces and easy water access make it a favorite for families who take advantage of the boat ramp and swimming beach. Bird watchers come to Lewis and Clark to watch geese, great blue herons and snowy egrets flock to the oxbow lake."
1351,814.0,Long Branch State Park,28615 Visitor Center Rd,Macon,MO,Missouri,63552-3326,United States,"28615 Visitor Center Rd, Macon, MO, 63552-3326, United States",,,35,4.5,1,"State Parks, Nature & Parks",,NO,Looking for a place to get a watersports fix? Long Branch State Park’s three boat ramps provide access to sprawling and picturesque Long Branch Lake. Want to get some fishing in? The park offers some of the best bass fishing in northern Missouri and its swimming beach a is a favorite for families. More than 80 campsites make the park a perfect place for overnight stays. And the park’s native prairie offers peaceful hiking opportunities.
1352,815.0,Mark Twain State Park,37352 Shrine Rd,Florida,MO,Missouri,65283-2127,United States,"37352 Shrine Rd, Florida, MO, 65283-2127, United States",,,42,4.5,1,"State Parks, Bodies of Water, Nature & Parks",,NO,"Nestled in the Salt River Hills of north-central Missouri, Mark Twain State Park gives visitors access to sprawling Mark Twain Lake, as well as unparalleled outdoors activities. The terrain is covered by bluffs overlooking the lake and stands of oak, hickory and maple that are filled with white-tailed deer, turkey and other wildlife. Numerous picnic areas, two four-lane boat ramps and more than six miles of hiking trails with lake views offer something for everyone."
1353,816.0,Meramec State Park,115 Meramec Park Dr,Sullivan,MO,Missouri,63080-4271,United States,"115 Meramec Park Dr, Sullivan, MO, 63080-4271, United States",,,80,4.5,1,"State Parks, Nature & Parks",,NO,
1354,817.0,Montauk State Park,345 County Road 6670,Salem,MO,Missouri,65560-9758,United States,"345 County Road 6670, Salem, MO, 65560-9758, United States",,,81,4.5,1,"State Parks, Nature & Parks",,NO,"Wet a line at one of the Midwest’s premier trout-fishing destinations at Montauk State Park. Located an easy ride from St. Louis, the park’s waters are stocked each night from an on-site hatchery. Want more than day of fishing? Stay overnight at the park’s motel, campground or cabins. Want to do something other than fish? Montauk State Park’s hiking trails will take you in and around the scenic Pigeon Creek basin."
1355,818.0,Lewis Morris Park,270 Mendham Rd,Morristown,NJ,New Jersey,07960-4805,United States,"270 Mendham Rd, Morristown, NJ, 07960-4805, United States",,,39,4.5,8,Nature & Parks,,NO,
1356,819.0,Onondaga Cave State Park,7556 Highway H,Leasburg,MO,Missouri,65535-9136,United States,"7556 Highway H, Leasburg, MO, 65535-9136, United States",,,46,4.5,2,"Caverns & Caves, State Parks, Nature & Parks",,NO,"Descend into the depths of Onondaga Cave State Park and drop into a world of wonder: towering stalagmites, dripping stalactites, and active flowstones help make the cave a National Natural Landmark and illustrate why Missouri is often called “The Cave State.” Visitors can take guided tours into the underground wonderland. But if you prefer the surface, the park’s Vilander Bluff Natural Area provides a panoramic view of the Meramec River. Easy access to the Meramec River allows visitors to canoe or fish in a bucolic setting."
1357,820.0,Smallin Civil War Cave,3575 N Smallin Rd,Ozark,MO,Missouri,65721-6290,United States,"3575 N Smallin Rd, Ozark, MO, 65721-6290, United States",,,172,4.5,1,"Caverns & Caves, Nature & Parks",,NO,"Discovered in 1818, Smallin Cave’s breathtaking ten-story arch will lead you into rich human history, unusual geology and rare cave life. One-hour guided tours, Open year-round."
1358,821.0,Pershing State Park,29277 Highway 130,Laclede,MO,Missouri,64651-7124,United States,"29277 Highway 130, Laclede, MO, 64651-7124, United States",,,14,4.5,2,"State Parks, Nature & Parks",,NO,"Wander through a slice of pre-settlement landscape at Pershing State Park. The park includes a boardwalk and hiking trail that winds through a wet prairie near a meandering stream with oxbow sloughs and cutoffs, and into a bottomland forest. The park’s wetlands attract a variety of birds and waterfowl as well as scores of other wildlife species. Locust Creek and four small lakes give anglers a chance to try their skills and a shady campground with electric and basic campsites makes the park an ideal overnight location."
1359,822.0,Prairie State Park,128 NW 150th Ln,Mindenmines,MO,Missouri,64769-9633,United States,"128 NW 150th Ln, Mindenmines, MO, 64769-9633, United States",,,12,4.5,1,"State Parks, Nature & Parks",,NO,"Tallgrass prairies once covered more than a third of Missouri; today, less than one percent remains, much of it preserved at Prairie State Park. Visitors to the park see panoramic vistas of swaying grass and ever-changing wildflowers. They also may spot an elk or the park’s resident bison herd. The park’s visitor center offers exhibits and interpretive programs designed to inform visitors about the special place."
1360,823.0,Roaring River State Park,12716 Farm Rd. 2239,Cassville,MO,Missouri,65625-8508,United States,"12716 Farm Rd. 2239, Cassville, MO, 65625-8508, United States",,,171,4.5,1,"State Parks, Nature & Parks",,NO,"Fight trophy trout in one of the most breathtaking settings imaginable at Roaring River State Park. The park contains one of the premier trout fisheries in the nation, stocked each night. The natural setting – towering hills above a deep blue spring -- provides a scenic backdrop to adventures. Seven trails cut through the parks rugged terrain, and lodging options from campsites to cabins make Roaring River a place to experience a unique slice of Missouri."
1361,824.0,Robertsville State Park,900 State Park Drive,Robertsville,MO,Missouri,63072,United States,"900 State Park Drive, Robertsville, MO, 63072, United States",,,11,4.0,1,"State Parks, Nature & Parks",,NO,"The Meramec River and Calvey Creek bound Roberstville State Park, creating unlimited outdoor opportunities. Boat launches and easy water access make fishing and boating along the peaceful Meramec easy. The park's landscape includes scenic bluffs along the river, and a patchwork of hardwood forests, rich river bottomlands, and clearings that date to when the park was a working farm in the early 1900s. Waterfowl lovers love Robertsville for the diversity of birds that use the park’s waters, and families love Robertsville’s quiet campgrounds and picnic areas."
1362,825.0,Rock Bridge Memorial State Park,5901 S Highway 163,Columbia,MO,Missouri,65203-8915,United States,"5901 S Highway 163, Columbia, MO, 65203-8915, United States",,,231,4.5,1,"State Parks, Nature & Parks",,NO,"Just minutes from Columbia, Rock Bridge Memorial State Park gives visitors the chance to scramble, hike and bicycle through a scenic environment – and lets them peek into Missouri’s underworld. The park contains some of the most popular hiking trails in the state and also offers solitude while hiking in the Gans Creek Wild Area. Visitors can also see a large cave system with its rock bridge, sinkholes, a spring and underground stream at the Devil's Icebox. You can explore Connor's Cave in the light of the opening for a taste of the underground world."
